CompanyID,AnalystCuratedVertical,Segment,Subsegment,ACVReportLastUpdated,RowID,LastUpdated
99411-58,Enterprise SaaS,Supply Chain Management (SCM),Supply Chain Execution,,662d4de48475c9f617dc8c4b3db48b063eea36ff4795390a0a43b4f1c2c21e2e,12/09/2024
99411-58,Supply Chain Tech,Freight tech,Trucking logistics,Q3 2024,a2182463df1a69002a72f470b6f310d69a062151241835172be00240b8cacb2f,12/09/2024
268614-01,Fintech,Payments,Payment platforms & POS,Q3 2024,ff8fabdda8b1887022cedd98a5519479be97befe76cd30a8ddf0eff4da475b6c,12/09/2024
494598-70,Crypto,Access,Onboarding and payments,Q4 2023,263aba20e9640db42e8f1ccfd9bc94218c29dc2fcd4670179eb47f6cea71cc6c,12/09/2024
268245-73,Retail FinTech,Credit & Banking,Credit & BNPL,Q2 2024,1ce977b54df9282b9106cf892f996462e69f6f84d8b522932fd8078b464f9b88,12/09/2024
93515-50,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,5ebc6226a07db79c97e817a2b2a8237b607c9882f47a932694d45facb65269ad,12/09/2024
93515-50,E-Commerce,Pre-purchase,Price optimization,Q3 2024,fd7507e62a360e1c2a792884ae19dc1bc1030e06e9e283bc7d61431cbe77db68,12/09/2024
93515-50,Enterprise SaaS,Customer Relationship Management (CRM),Sales,,6159ca3bb66c02831c1b9b89f8d41b1f2b9d1ff0bd367fcc2fc187470d035b72,12/09/2024
343088-65,Enterprise Fintech,Alternative Lending,Commercial lending,Q2 2024,a8fa6cf3e6044e071976e4f7033d60243c425ba2c01e7d14cd11427785bcc60a,12/09/2024
343088-65,Fintech,Alternative Lending,Commercial lending,Q3 2024,6d2984228d4779e939a0f7c12cface40685230d1513a53331d1460f7dc361e30,12/09/2024
340877-26,Food & Beverage CPG,CPG Food - Shelf Stable,Pantry and specialty foods,Q4 2024,0af40c01e1561c1593dada13d8dc877a0efe8057fa9c38d36fd416a1b66b5cd4,12/09/2024
340877-26,Foodtech,Bio-engineered Foods,Functional Foods,Q4 2024,ca75f726192fbce70dbb164e7abfa01556158662453fd745794981d0e4d07c7c,12/11/2024
100519-12,Artificial Intelligence and Machine Learning,Horizontal Platforms,Natural Language Technology,Q4 2024,d2f602d5dfe200d481af652ff55acd91d2e83893e10decc08ef0a31dbbae0537,12/09/2024
454778-02,Artificial Intelligence and Machine Learning,Horizontal Platforms,AI Automation Platforms,Q4 2024,708e24eaab5096eae47f2c0b237f4e5931c8075002695a6a359f4b06578ecb19,12/09/2024
264568-33,Enterprise Fintech,Financial services infrastructure,Platforms & APIs,Q2 2024,f226d146c8ce7a7a1b06b039c039751e90dd38437d7eb57e64de61a7e591bbd1,12/09/2024
264568-33,Enterprise SaaS,Enterprise Resource Planning (ERP),Manufacturing and Operations,,40350f6afbc7d361dc97101e9fc19ad1610e41b75db8ccb5d3c448df59a51171,12/09/2024
264568-33,Fintech,Financial Services Infrastructure,Platforms & APIs,Q3 2024,649a75729843be5e730ef6c44d78b5ebca7f4bc4356b6ada8bfe53064dc61c94,12/09/2024
520762-51,Gaming,Content,"Publishers, developers, studios",Q3 2024,51f97521b2c057953270593881dd7ceaf1c2782340c528887fe0cdf89ef6f7e0,12/09/2024
466943-23,Artificial Intelligence and Machine Learning,Autonomous Machines,Intelligent Robotics,Q4 2024,62e69f99432ccee5062ef9993211ddeb8a884dedb8a25a8a2b78e9f75d6da106,12/09/2024
229178-26,Clean Energy,Grid Infrastructure,Battery Storage,Q3 2024,b85cb716ee8abe01e499401ec533c87029e49ad40ecfe553e28b6051e9241502,12/09/2024
229178-26,Mobility,Electric Vehicles,"Batteries, Battery Tech & Materials",Q4 2024,b9185d5e2e4804a86c999fc37a94d5431b215d91aed999aa86baf71f10106709,12/14/2024
590440-42,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,af3a51a00cafa3b702e8a32f7560b7afac73f14ae8c2e452e691c4d7e0c54b61,12/09/2024
469154-53,Artificial Intelligence and Machine Learning,Horizontal Platforms,AI Automation Platforms,Q4 2024,15c3431130c5785671c71424d9947116aea07d957651d79d8e3d80a2397b3af8,12/09/2024
61077-52,Information  Security,Application Security,Web Application Protection,Q4 2024,af2fc24a9157a1650f574c7668e3c71b546c683b47454454ef9f90880dca09dc,12/09/2024
437822-02,Insurtech,Property and Casualty,Auto,Q4 2022,de93e2f84f612bd6f33f8d003a0b497923a32fbfbbca6ced434dea066cfed1b4,12/09/2024
454779-82,Artificial Intelligence and Machine Learning,Horizontal Platforms,AI Core,Q4 2024,970a6e7f5ddf23376b8b36153a0ff41d3b786f9e2a6760efcc2c8f902b86062c,12/09/2024
224012-89,Crypto,Web3,Enablement platforms and marketplaces,Q4 2023,25a4a6450a4986be52f8f89357fdf68ae0d1db084e5ffcf8e86e6cd6a8bc9d08,12/09/2024
231386-95,Fintech,CFO Stack,Expense management & AP/AR automation,Q3 2024,e89f82df3865b893b2cfa680fdc2c9fdbee777804435396378d996e867a9848b,12/09/2024
233230-15,Retail FinTech,Alternative Lending,Retail and marketplace lending,Q2 2024,003953e5c180c4b14d5bf09adebd8c32c4c98a27090f31de34d2f84f4e75cd7f,12/09/2024
471367-81,Internet of Things,IoT Software,Application Layer,Q3 2023,f89ae7cd176cbb2612d55f321043bbe9d4fa507e78b10acd493e7b4e2125537d,12/09/2024
226594-09,Food & Beverage CPG,CPG Food - Fresh,"Meat, poultry, fish & alternatives",Q4 2024,55cc0bec55927341cb76f253f023bb3873925fbcc22ff1fa52bbc6236c6ffb15,12/09/2024
57023-83,AgTech,Animal Ag,Livestock & Land Animal Technology,Q4 2024,dffcfe41b16b9383502e57efd79b96c799f401011129d5bdafc80ce8f184d0fa,12/09/2024
57023-83,Internet of Things,Industrial IoT,Connected Agriculture,Q3 2023,7e5e7fae986ef177fc9f79c2271021eac83861c2c38563611f9a21ab89308701,12/09/2024
489430-99,Crypto,Web3,Metaverse and gaming,Q4 2023,c0ee2b6d0da0da16a9ea638801d6bee0d03816f06dd8da547801e5bc94f99b7c,12/09/2024
489430-99,Gaming,Content,Games & platforms,Q3 2024,49bb4463e3644ba28c48e49ca34b5028cb92a933109ec8dd56e210d074a1d20b,12/09/2024
469157-95,Retail FinTech,Wealthtech,Personal financial management,Q2 2024,c213f894907cbd024486120d326392a581d45d42f602ad7abb404288086fa724,12/09/2024
513393-40,Retail FinTech,Credit & Banking,Digital banking,Q2 2024,28d459e4afa306c32eec6d36f181c27b32feb3547241a43476bcf4e030f81477,12/09/2024
316174-15,AgTech,Ag Biotech,Plant Biotech,Q4 2024,5de269dcf0a381b5c8abe99dd8b285f63b1c2eefa462511c6567a4497f8c122a,12/09/2024
590437-72,Enterprise SaaS,Customer Relationship Management (CRM),Marketing,,9fe86bd837e3b33dbf1402e355c04d1a2c2e39d7fcd98bc334b5adb1eb9817be,12/09/2024
187525-90,Food & Beverage CPG,CPG Food - Shelf Stable,Pantry and specialty foods,Q4 2024,21bad1fb067907871ced41bf77d6e4158ecb6346ca82ef49d6a3f5da62df5319,12/09/2024
503823-70,Fintech,Financial Services Infrastructure,Platforms & APIs,Q3 2024,200fde145951589e06870dafca9bea080715770b21d83648da4ac597928500d4,12/09/2024
459217-09,Artificial Intelligence and Machine Learning,Horizontal Platforms,Natural Language Technology,Q4 2024,dc4f2c6fca561d25bb1c36652ddda1fb1422fa46def9f11d184e3ae6e1de9e13,12/09/2024
459217-09,E-Commerce,Purchase Venue,Conversational commerce,Q3 2024,436dba05e834e05ba3501f4fcda5b1351c7c0feed654f23941c8be5f5a94e922,12/09/2024
512303-59,Enterprise Fintech,Financial services infrastructure,Enterprise architecture,Q2 2024,f8ebb190b9ebf9dfb178977e7dd7eb82832c440b6816b308fec3cb3165929383,12/09/2024
512303-59,Fintech,Financial Services Infrastructure,Enterprise architecture,Q3 2024,6c1ea63c989e6291748cb272d334b812492459037d5e6f9bd9ccf1320a331f89,12/09/2024
510091-21,Artificial Intelligence and Machine Learning,Vertical Applications,Healthcare,Q4 2024,bdbd4580af467ada22fbae1c385cb426de164b8531615f6ab6c3b43302992cd1,12/09/2024
484655-50,Crypto,DeFi,"Trading, derivatives, and liquidity",Q4 2023,dbd376cd6b718346b2c4f2f56e5b3326faefca2414e5cac2499446b41f48fbf2,12/09/2024
517095-55,Carbon and Emissions Tech,Industry,Recycling - Metals,Q3 2024,72e032af344e0059f5aaf911f4b4dbb89e94d8212ded459448c04b1bc2daf1e8,12/09/2024
57025-45,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,0b3ef53f843aaf649a4fbdef5b62c8fcef2496d8c8e1c875c9c089d2f0601a6d,12/09/2024
86887-09,Artificial Intelligence and Machine Learning,Vertical Applications,Financial Services,Q4 2024,09dd2c5e84f764a2d7b9ff8c1d579e9d2c2a8cfd1b47dea796baeb35ef6fd0c6,12/09/2024
86887-09,E-Commerce,Purchase Medium,Fraud prevention,Q3 2024,bd79caf4bfe06af66408657cac0fa97d23e5aa0ad300566ed9910fa136811e7f,12/09/2024
86887-09,Enterprise SaaS,Other Application Software (OAS),Other Security,,493eeb46f12dee8c25d2ae458111e0d1bb6a524137bae2cc0b4c25c9206c56d2,12/09/2024
86887-09,Information  Security,Identity & Access Management,Fraud Prevention,Q4 2024,e3f84a55bae52b921ae6977f959f0da03de689e6c4e0b6066d38b2b372458c7c,12/09/2024
277476-85,E-Commerce,Pre-purchase,Price optimization,Q3 2024,e4f4b887ebb7bb549059836c130ce677b1c591ccbb79da5040d794ddd43e78ae,12/09/2024
103107-16,Foodtech,Restaurant & Retail Tech,Sales & Operations Tech,Q4 2024,4c1ac5fd5352d587aab9ef131f1006bdef96accc6569b8b38287c18aecaf2b57,12/11/2024
343462-06,Enterprise SaaS,Enterprise Resource Planning (ERP),Financial Management Systems,,63ba2045c9e1d6db8a1e486838d0d2c5f94dd990068845243bf8ac875464a32f,12/09/2024
343462-06,Retail FinTech,Credit & Banking,Digital banking,Q2 2024,c2daf81026936df167736fb8e0295a092b3108845617125b2de5a61be548e4e1,12/09/2024
510089-14,Fintech,Financial Services Infrastructure,Enterprise architecture,Q3 2024,a30ab3b39a2957dacd48536a59bbcc7291bc1a4391edb811f2288ed03947d1d1,12/09/2024
438944-14,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,7d2f5fcc702b6b553ce76f8f4a7bc55ddfa2efcfbb9b706abf416215f4c05493,12/09/2024
57396-07,Enterprise SaaS,Customer Relationship Management (CRM),Sales,,fdbad4958955558443572e0b89d5dfdd4d2d0fe2394bddf672e7e6a3fb4d3088,12/09/2024
343460-80,Fintech,CFO Stack,Payroll & Earned wage access,Q3 2024,f4ad6a3e11a083d57ae4e31e86a9f38c77e6d1ba5cffbf7f6c1377e9531be643,12/09/2024
227341-72,Mobility,Micromobility,Network Operators,Q4 2024,9f90a4f06c70fccde7c9192e148b6c790e5307c4131d63b55c474b0af5e3f38e,12/14/2024
523361-26,Enterprise SaaS,Customer Relationship Management (CRM),Sales,,8e795fae1d596a55e19f3b4ecb7f5ff738fd2100581764f5f74cb9b1aab4cba1,12/09/2024
54077-77,Clean Energy,Clean Fuels,Biofuels,Q3 2024,9f445a57b024af6bfd69988b9e89ab5234ab8ff4f773b2ddf1865c37a591f6c5,12/09/2024
300699-91,Artificial Intelligence and Machine Learning,Horizontal Platforms,Computer Vision,Q4 2024,71b06ff1a34af9c4bf14fa2118251612e563ecd19e1fac524458e2e083599414,12/09/2024
109004-23,Foodtech,Discovery & Review,Kitchen Enablement Software,Q4 2024,2f2076a75ebc65daebcc7951c2d662e7191519e69d9ba257bd07c8e83dfd116a,12/11/2024
112693-60,Foodtech,eCommerce,Online Grocers,Q4 2024,845e58e968fdc6f725b9d6d914cabe27eea53bfcd2a228a133499ca03206858b,12/11/2024
493136-11,Foodtech,Alt-proteins,Plant-based Proteins,Q4 2024,aff3b0a1badce31bedb30db7156b99295698dcd9624d4243404a3752d38a1cf3,12/11/2024
431571-79,Insurtech,Property and Casualty,Auto,Q4 2022,cb73417629be3edc634f392e4058faaa5e83be4470a8f0a61cd2132ca92d7d65,12/09/2024
431571-79,Retail FinTech,Alternative Lending,Retail and marketplace lending,Q2 2024,7a3ad0f0381e2eef7006cc8e3c5c3acf130e7cd5ec9cbd8169480367a00047ae,12/09/2024
265307-50,Foodtech,eCommerce,Restaurant Marketplaces,Q4 2024,16681321a0c0988566ea5e9f1056f9de43363a12138d48529e48e0de52bb9435,12/11/2024
265307-50,Mobility,Last-Mile Delivery,,Q4 2024,b8b4bebee6461ce0b24f07488da21393e09cd6c7b4546736766ae2a49f2e3a3b,12/14/2024
100529-83,Food & Beverage CPG,CPG Food - Shelf Stable,Vitamins & supplements,Q4 2024,2b3f4607ee2b68b2fa01504047cfa57e8fc913db48a2696e9e5b55e2873befce,12/09/2024
100529-83,Foodtech,Bio-engineered Foods,Novel Ingredients,Q4 2024,bd46b5e3bf98440bfaf7b325e565eba2cb003b71b450fe599eb6e89cebd46bed,12/11/2024
343459-27,AgTech,Precision Ag,Field IoT,Q4 2024,0cacb7c224ba93f25477c9bec906f3e682fd601f14a3e1e4ed8fe08f0b1b1f22,12/09/2024
343459-27,Artificial Intelligence and Machine Learning,Vertical Applications,Industrial,Q4 2024,82435b2f9c7091c814e8cdbe81efe7e6f62e0ec5a44980c0e55d2e7b7e6c31c8,12/09/2024
343459-27,Internet of Things,Industrial IoT,Manufacturing & Supply Chain,Q3 2023,5d22101ab5de47bc9f20663861d875ab37474bd8d98d6f7f071dbf0794639d74,12/09/2024
512673-40,Crypto,Blockchain networks,Bridges and interoperability,Q4 2023,debc86c4d3252c5dbb741d689a6bb59cf016e975c172fd4d6bfa6c22bdebf273,12/09/2024
512673-40,Infrastructure SaaS,DevOps,Create,,fbc12a9a546c96b35109ec58df1cad23fb0fcd9e516423db9bcc79637c1914d3,12/09/2024
228813-40,Artificial Intelligence and Machine Learning,Vertical Applications,IT,Q4 2024,bc3f49934c96ec2c6ed72afef8de7734054d572f591dd1ab8b1c571336a33db7,12/09/2024
228813-40,Data Analytics,Vertical Applications,IT,Q3 2024,a94c0008f28b777c71c4c971de51c47e2c95ffcefdc55242536e499173da43c2,12/09/2024
438945-94,AgTech,Precision Ag,Field IoT,Q4 2024,61104e9ebf52f7716bd0bc0995355ecb4be58f791acd8c39fd353adae034795c,12/09/2024
471754-90,Foodtech,eCommerce,Online Grocers,Q4 2024,9909a4085026b494172e14b935c5b060488787d55c9ffbf273b8abe39b5f3424,12/11/2024
493135-75,Food & Beverage CPG,CPG Food - Fresh,"Meat, poultry, fish & alternatives",Q4 2024,d3c75447f038c9fb1f7c4cafe35286e0777eeb694f5ae2e451e7cfe6d1f7925b,12/09/2024
493135-75,Foodtech,Alt-proteins,Plant-based Proteins,Q4 2024,9fcbfd4ae505e79af1d2f20183c5294e32d013aff5d415af078465e5d3ba1311,12/11/2024
489072-43,Retail FinTech,Credit & Banking,Credit & BNPL,Q2 2024,e57935f24d665917fca646119eaaa4b65b777b9f76d6cef1a27d639e1849ffc6,12/09/2024
489072-34,Enterprise Fintech,Payments,Payment platforms & POS,Q2 2024,72de41414aba7e05414646a590423092d2eac06f04f2996afa70938692b328cf,12/09/2024
489072-34,Fintech,Payments,Payment platforms & POS,Q3 2024,899e516fb6334fd732517781f261d59d6fb6b3c83057c18f86b2ebc0d37e5dd0,12/09/2024
463267-27,E-Commerce,Purchase Venue,Storefronts & headless APIs,Q3 2024,1416d1c73ba19e43d1dc937c88fc8b9ea65fb6831a8ceec1872485f78e21718a,12/09/2024
182369-80,Internet of Things,Industrial IoT,Energy & Utilities,Q3 2023,99d763ba9ed96c4795053c78f8c6b1b3897fe5334956a19b2ed03f5848611bd0,12/09/2024
463266-01,Enterprise Fintech,Payments,B2B payments,Q2 2024,d6e9197085907f94f1f34d4aa97b68e04c07a27e533de4939bf369fccaa70b26,12/09/2024
463266-01,Fintech,Payments,B2B payments,Q3 2024,77e3cdf344a86f72416e4bd919d30ad09e5d0d3d1b2d06480f11156ea33905b9,12/09/2024
489073-51,Foodtech,Alt-proteins,Cultivated Protein,Q4 2024,4639836f9e544c69eb88d9dcf6f2b83d0ec7853cb09c97e0a96e04343645c842,12/11/2024
454418-92,Food & Beverage CPG,CPG Food - Fresh,Meal kits & prepared meals,Q4 2024,406c9e1cebc3d5719470f6213d13e287dded8d835e22fdaf65d0df4d0e1be4c9,12/09/2024
454418-92,Foodtech,Alt-proteins,Plant-based Proteins,Q4 2024,6acd269c0dc777dbbe8bd58f667beddd8b84cd7729929a214a48d9f3d200bc25,12/11/2024
437832-10,Mobility,Last-Mile Delivery,,Q4 2024,9e7580b884b94ef03c74cee177f70c88ee5309bffc60c57f110d50da5bb7f19b,12/14/2024
489070-90,Enterprise Fintech,CFO Stack,Payroll & earned wage access,Q2 2024,754df93cfac523ef6c6e110b28dcc5b48e33d8bda09c2ebd08a7727504f80339,12/09/2024
489070-90,Fintech,CFO Stack,Payroll & Earned wage access,Q3 2024,26c61d15e8589ac1fb1d2ebe06a5cb464ce987bc1bbde76222869e720abadf4b,12/09/2024
520036-66,AgTech,Indoor Farming,Indoor Growers,Q4 2024,41b7c6357e7e9aeeabb31d0912f0ec6014f135671e5a45767a0bf7648221a74d,12/09/2024
155827-00,Enterprise Fintech,Alternative Lending,Commercial lending,Q2 2024,b13fce99ac1f89ebf5efe52c6f874d3b80ac588f03a972925a9a50334d8b9638,12/09/2024
155827-00,Fintech,Alternative Lending,Commercial lending,Q3 2024,4e5263cb582e34e0fa545e7d3261004c2e25d8de2d114525facd09d229e98768,12/09/2024
481331-53,Foodtech,Discovery & Review,Personalized Nutrition,Q4 2024,9ccf572aedfc16053f971878d3af446b4df84e90eda7a89c52ea742387d64978,12/11/2024
469534-87,Fintech,Capital Markets,Trading,Q3 2024,4017ab02f6476442040f44e36beaf53ff629650aa0ed09a299fbc021763b46b5,12/09/2024
438937-39,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,1317141a3836de84b8e124c026b4171f5722e5f71da30f18306a12c092f4f05e,12/09/2024
489072-07,Digital Health,Telehealth,Primary and General Care,,65ddc2090796265ff0b5fc92cb8f4b19e17e59dacdd0b0f14474d57db5c3bd60,12/09/2024
489071-98,Foodtech,Food Production,Food Waste & Traceability,Q4 2024,4968d7f64d547409ebc6c561e8b9f85211e620587ee856d471cf295bc16cc5ba,12/11/2024
170576-11,Internet of Things,Connected Services,Connected Vehicles,Q3 2023,5ab04ff73e28ddb726f3ffa7ae08099f2aa291305b495b1eff605d7ffb1aa2de,12/09/2024
504190-27,Foodtech,Bio-engineered Foods,Novel Ingredients,Q4 2024,3b24be8d777498cb4f0d981c2549c3f0fca49fcf646c94e48d0fe24f1ffc7679,12/11/2024
435621-07,Foodtech,Restaurant & Retail Tech,Sales & Operations Tech,Q4 2024,2cef4b0bdfa6bc24ecf7f1539bc78fb1bd38b15eb36c0f52c52904f738215447,12/11/2024
234715-60,Mobility,Ride Hailing,Ridehailing Platforms,Q4 2024,0f8dec557dd7b52e3a0a9303ac709476fcf6e079f892792053e4b5220c005dc9,12/14/2024
503084-53,Crypto,Web3,Metaverse and gaming,Q4 2023,a5c66c680514e0a51946de83256b8e0b5702a431ff717c800aaa80a6f9510cbc,12/09/2024
503084-53,Gaming,Operations,Monetization & financing,Q3 2024,18a0c2200df8d78040be921c1c05e591ed5f936425e7118319547f8bce577200,12/09/2024
115647-04,Artificial Intelligence and Machine Learning,Vertical Applications,Transportation,Q4 2024,0efe98435fb24d06e2757f3e81417a048219626a08ccb07b5beace2f35f03387,12/09/2024
115647-04,Mobility,Ride Hailing,Ridehailing Platforms,Q4 2024,6e6ba173c5182275fa3bab6992335bd641aabdd117983ccf7e7ffe384e60b5ba,12/14/2024
472118-68,Crypto,Infrastructure and developer tools,Node and validator management,Q4 2023,4ed92d88e17dba0054526bf216869d0cb81147e414b0504f57faa0d871e0031a,12/09/2024
489073-87,Foodtech,Discovery & Review,Personalized Nutrition,Q4 2024,52c7059d147bdb7d85b94cae00d73b2f41cf936bd3b9d346bf635f9438f31718,12/11/2024
452949-04,Crypto,Infrastructure and developer tools,Data storage and accessibility,Q4 2023,463dd6f9c92b86d13906e6a30e76eacabd0ef69ccfebf766a2767206868fc635,12/09/2024
182002-87,Foodtech,Food Production,Food Waste & Traceability,Q4 2024,480ab68272ce8d41cfabc98df36ac299177eb5632be45a472462fa5e18301c74,12/11/2024
453317-59,Artificial Intelligence and Machine Learning,Vertical Applications,Industrial,Q4 2024,5f3af3f522b06c5cbfd5dcaab93461674d2393e197d9e172a7486bc3541cd0e0,12/09/2024
462533-14,Crypto,Access,Asset management and taxes,Q4 2023,033391307e512c13fa85b28e381f4b5bc3fbf446dd39440018d4eeb38c1f0ce1,12/09/2024
268270-75,Enterprise SaaS,Supply Chain Management (SCM),Supply Chain Execution,,2fd2183a42fc610e51c0e83e11be4630b5eba1faee53c58b5b7044d38e418b84,12/09/2024
268270-75,Mobility,Freight,,Q4 2024,eeb768c5c5bca552d468732698aaf5bf37550e7acf3acbc2a0ed263157f7d68c,12/14/2024
442640-53,Digital Health,Telehealth,Primary and General Care,,95e2d333fa9c1eba38729a5ac3b4848d8a7eea5812eaa7f4823a0ae7f6ffd869,12/09/2024
100536-67,Artificial Intelligence and Machine Learning,Vertical Applications,Healthcare,Q4 2024,42382afcec41072e6ad118604e866a94b21fb057109e8e947d9e549034935756,12/09/2024
503835-67,AgTech,Agrifinance & eCommerce,Agribusiness Marketplaces,Q4 2024,ca691255e7945a8aec507ce44a9842af59b95ba907f39d460c1b9f04cfef6c67,12/09/2024
57037-42,Retail FinTech,Credit & Banking,Digital banking,Q2 2024,0b5a839ff8440ea528a468ea1a344dea5514665ba87057d918f35ba1cec45dbb,12/09/2024
466970-14,Enterprise SaaS,Customer Relationship Management (CRM),Marketing,,cf0933177548d88ae7fe2ced01c6e8034c7d42bb4cbed7baea21f82eba5b7367,12/09/2024
162469-00,AgTech,Ag Biotech,Plant Data & Analysis,Q4 2024,b230e8d6e109888873683b8b285c615d3d599e741887a09890cc543d681bb7e2,12/09/2024
548809-66,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,234bde515cdfb634a01f095cf55cf1510d09ac8c3ccfc975d1ea0a27834e40bc,12/09/2024
177951-25,Internet of Things,IoT Hardware,Sensors & Sensor Systems,Q3 2023,eb6a89c8942535cbb10c2cd192a0ded418d6418f90d8bd47eada442994d79311,12/09/2024
148090-33,Food & Beverage CPG,CPG Beverages,Alcohol,Q4 2024,5706ccf3ceb7989801fa66ae22e4d9a4e5f090a1b9187bb152ce65ab990c650c,12/09/2024
100537-84,Information  Security,Application Security,Web Application Protection,Q4 2024,32b06d7d4d152a15ef54e321fc38fb842258ffcda42afc411ed68e8b07487de0,12/09/2024
169841-08,Retail FinTech,Alternative Lending,Retail and marketplace lending,Q2 2024,52c457273fc9930852db6bc31987ebc559e79be37b75d2eb44a529417c319f40,12/09/2024
57037-60,Foodtech,eCommerce,Restaurant Marketplaces,Q4 2024,c50efa7ec159365355e02d47e4a3cd96b4538fcacd43f8fb5bef4bd75796fea6,12/11/2024
483927-76,E-Commerce,Pre-purchase,Price optimization,Q3 2024,bf84df974dd72499d96dac942da8d22a79dc105067f340377c0fcd1503e42503,12/09/2024
482453-29,Artificial Intelligence and Machine Learning,Horizontal Platforms,Natural Language Technology,Q4 2024,9af54b7974008dd7517fd9ad06cd0d02771ac4a67f040dcc6f8b68b4ba180006,12/09/2024
228090-70,AgTech,Agrifinance & eCommerce,Agribusiness Marketplaces,Q4 2024,ac4d99d267100f39ce692e65153cf8b1d603b96d97d5a4e32480c4c91237aa13,12/09/2024
228090-70,Food & Beverage CPG,CPG Food - Fresh,Fresh produce,Q4 2024,004e4b26ca3eb1d0e043d6d7f69c2b2c1718baa8538863ad05f07472294f9d8c,12/09/2024
277856-47,Artificial Intelligence and Machine Learning,Vertical Applications,Consumer,Q4 2024,afdc5a771893cab49bb45c23b3ea58c159c16d670932506a47d57eaf5d51aaa5,12/09/2024
341998-12,Mobility,Auto Commerce,P2P Carshare,Q4 2024,a8bb18c9ce74af2181670a21437f94d83c370da3cd70ba9406b850f62e1e93be,12/14/2024
504203-50,Fintech,Financial Services Infrastructure,Platforms & APIs,Q3 2024,5bea00c05297528a8a2d60c3142435cc9f0beba36b641ff4e44416db33d50a86,12/09/2024
148828-33,AgTech,Precision Ag,Field IoT,Q4 2024,05e6cdb30a707dfffe6664cf8b2fcaba9115184024b85327e943419d5daa51b3,12/09/2024
459600-85,E-Commerce,Purchase Venue,Livestream & social commerce,Q3 2024,fb7082c896ad278013ee8a497aa13971f65735be17a9f5aec86bea0ff881afa9,12/09/2024
492778-90,Artificial Intelligence and Machine Learning,Horizontal Platforms,AI Automation Platforms,Q4 2024,0c7ac58d117df684370c73502616851fefda74d0d3bc31c87f17adc18f22bb0d,12/09/2024
502732-81,AgTech,Agrifinance & eCommerce,Agribusiness Marketplaces,Q4 2024,b25aef2ab36e8045839a27e596c9d52c5753280c292bb95e23a125b49f9290df,12/09/2024
180903-52,Information  Security,Identity & Access Management,Identity Governance & Administration,Q4 2024,03816af1966c924689becec06ea5ce97b921f847a106fbbb4d82e70fa218b4e1,12/09/2024
548075-17,Retail FinTech,Wealthtech,Alternative investments,Q2 2024,c51c1d2387a305ae3db51f3c3e092826d3f739b97704811bc1c5ce50c56a641e,12/09/2024
438221-08,Artificial Intelligence and Machine Learning,Vertical Applications,Financial Services,Q4 2024,79a6e9c6064ed4cef21e01b6025beef9ca15381bd7be932e28df7344c62d6bbd,12/09/2024
438221-08,Enterprise Fintech,Alternative Lending,Underwriting and credit scoring,Q2 2024,37d3e1bbfb86cfe5ef83f39f4aae1efa301fb19601be799442875c42cf07125b,12/09/2024
438221-08,Fintech,Alternative Lending,Underwriting and credit scoring,Q3 2024,abf69cca6b4bb649e2c68ea10dc0fa71917c4728e7eeca2b02865eb97de3f265,12/09/2024
169475-50,Artificial Intelligence and Machine Learning,Horizontal Platforms,AI Automation Platforms,Q4 2024,3a714813d1e005bceb4d0fd7140feecdbc9713481ca1d6ed4d36a41e16f8851e,12/09/2024
100540-81,Food & Beverage CPG,CPG Food - Fresh,Fresh produce,Q4 2024,f5457b47c1094ce06a3ba57432f01d4e64965b0ce654b5da476a0f1ead272373,12/09/2024
100540-81,Foodtech,eCommerce,Online Grocers,Q4 2024,496b3cf8f312056adbc5a6af1f80d4dc88efa4b058c3f1641f194d2173a9a0f1,12/11/2024
93536-47,AgTech,Precision Ag,Farm Management Software,Q4 2024,ea426265040689b4ce97ceeddfdd8b9b8b3eaf93dbd2efb1be1f56abf5a58156,12/09/2024
471029-41,Artificial Intelligence and Machine Learning,Vertical Applications,Healthcare,Q4 2024,2238d7d81f1e7e5d0a2074effb00da0dde24bc01dd3526fdab85d4a9fba6e399,12/09/2024
471029-41,Digital Health,Telehealth,DTC Personal Care,,4a4549e85256a701b638dbd38e349846c0543227c225d9e2083ace08d515fb2d,12/09/2024
522638-29,Food & Beverage CPG,CPG Food - Fresh,"Meat, poultry, fish & alternatives",Q4 2024,a34947d0f5a6ea6fd985ac50dd750ef6c5180f923e6b83a9c5c6cc54a1ec7579,12/09/2024
522638-29,Foodtech,Alt-proteins,Plant-based Proteins,Q4 2024,70fc7b26e8f91c8643f5660d7e909d5ab052f4c787f6270a6a7ef4b04fa1ed66,12/11/2024
595996-30,Fintech,CFO Stack,"Accounting, tax, & compliance",Q3 2024,934ea55b376eb8dd9f9eeb4e224447ff74e8694b65b1aa5ff7f05798d7f2254b,12/09/2024
517476-97,AgTech,Indoor Farming,Indoor Farming Components,Q4 2024,e9f8599338454169cf2a313f4c07bcbb0430533b0ddafaabf72f012b724d7226,12/09/2024
