FundID,FundName,FundFormerName,FundNo,FirstFund,Investor,InvestorWebsite,Vintage,FundStatus,FundSize,NativeFundSize,NativeFundCurrency,FundSizeGroup,FundCategory,FundType,FundAccessPoint,SBICFund,CloseDate,OpenDate,FundTargetSizeLow,FundTargetSizeHigh,FundTargetSize,Domiciles,FundLocation,FundCity,FundState_Province,FundCountry,TimeTakenToCloseFund,FundFamily,TotalFundInvestments,AsOfYear,AsOfQuarter,IRR,DPI,TVPI,RVPI,GainSinceInception,Contributed,CalledDownPercent,DryPowder,DryPowderPercent,Distributed,NAV,DistributedAndNAV,Sources,Quartile,IRRDifferenceFromBenchmark,DPIDifferenceFromBenchmark,TVPIDifferenceFromBenchmark,RVPIDifferenceFromBenchmark,IRRBenchmark,DPIBenchmark,TVPIBenchmark,RVPIBenchmark,RowID,LastUpdated
18170-38F,Andreessen Horowitz Fund VII,,21,,Andreessen Horowitz,Andreessen Horowitz (www.a16z.com),2021,Closed,1341.333333,1341.333333,USD,1B - 4.99B,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,11/20/2020,,1341.33,,> 1341.33,United States: Delaware,"Menlo Park, CA",Menlo Park,California,United States,,Andreessen Horowitz Fund,87,,,,,,,,,,447.11,33.33333333,,,,,,,,,,2.17,0.0,1.04,1.02,6dbbf1fec5f8971ff2509516afcd9bb468ba8d293c6cb24206830797720f9820,12/14/2024
18180-37F,GC Venture X,,24,,General Catalyst,General Catalyst (www.generalcatalyst.com),2021,Closed,50.0,50.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,11/25/2020,11/20/2020,50,,> 50,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,5 days,GC Venture,16,,,,,,,,,,15.42,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,333d2e8db6195abb3f097b89edfd43b5fe8106689beded7db091d0af19b52f98,12/14/2024
18206-11F,Altos Hybrid 4,,14,,Altos Ventures,Altos Ventures (www.altos.vc),2021,Closed,253.0,253.0,USD,250M - 499M,Venture Capital,Venture - General,Primary Fund,No,01/29/2021,10/23/2020,200,,> 200,United States: Delaware,"Burlingame, CA",Burlingame,California,United States,98 days,Altos Hybrid,5,,,,,,,,,,84.33,33.33333333,,,,,,,,,,2.17,0.0,1.04,1.02,af2f14593a2202d33cb95c560d4399583d4f70062f5dacac293a9a6eb245cf8f,12/14/2024
18211-15F,PruVen Capital Fund I,,"2 (Prudential Financial), 1 (Pruven Capital)",Yes (Pruven Capital),"Prudential Financial, Pruven Capital","Prudential Financial (www.prudential.com), Pruven Capital (www.pruvencap.com)",2021,Closed,300.0,300.0,USD,250M - 499M,Venture Capital,Venture - General,Primary Fund,No,12/09/2020,,,,,United States: Delaware,"Palo Alto, CA",Palo Alto,California,United States,,"PruVen Capital Fund, PruVen Capital Fund",11,,,,,,,,,,100.0,33.33333333,,,,,,,,,,2.17,0.0,1.04,1.02,8d2c83a1b0c0243b6559544e4a8ca12e45a5fc13f7a4884ed59321e85a353828,12/14/2024
18214-39F,Greenfield One Fund I,,1,Yes (Greenfield Capital),Greenfield Capital,Greenfield Capital (greenfield.xyz),2020,Closed,,,EUR,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2020,01/01/2019,,,,Germany,"Hamburg, Germany",Hamburg,,Germany,1 year,Greenfield One Fund,12,,,,,,,,,,,,,,,,,,,,,,,,,2edd515dc47e4b5aeb32e4826a67dc39f33c01e3fa35461261f8f3d259614d47,12/09/2024
18214-48F,Greenfield One Fund II,,2,,Greenfield Capital,Greenfield Capital (greenfield.xyz),2021,Closed,,,EUR,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,10/31/2021,01/01/2019,57.98,,> 57.98,Germany,"Hamburg, Germany",Hamburg,,Germany,2 years 304 days,Greenfield One Fund,14,,,,,,,,,,,,,,,,,,,,,,,,,2cbd4038840fe48b09ee44272f45e186171c4f37fe39dd48340c56a96b1d7fcf,12/09/2024
18220-15F,Bloccelerate VC Fund,,1,Yes (Bloccelerate),Bloccelerate,Bloccelerate (www.bloccelerate.vc),2019,Closed,12.3,12.3,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,11/30/2020,,12.3,,> 12.3,United States: Delaware,"Seattle, WA",Seattle,Washington,United States,,Bloccelerate VC Fund,20,2023,1Q,89.0,0.23,1.72,1.49,7.1,9.8,79.67,1.24,10.095,2.30,14.6,16.9,Bloccelerate,1 (Top),67.69,0.14,0.235,0.175,21.31,0.09,1.485,1.315,e59fc5b7809e73e3e9dad2c7449a8efa1c62c28ad7dc2e271c50f047801180d1,12/16/2024
18222-31F,Cathay Smart Energy,,"4 (Cathay Innovation), 23 (Hubei High-tech Industrial Investment Group), 3 (TotalEnergies Ventures)",Yes (Hubei High-tech Industrial Investment Group),"Cathay Innovation, Hubei High-tech Industrial Investment Group, TotalEnergies Ventures","Cathay Innovation (www.cathayinnovation.com), Hubei High-tech Industrial Investment Group (www.cnhbgt.com), TotalEnergies Ventures (ventures.totalenergies.com)",2020,Closed,152.7189315,1000.0,CNY,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,12/31/2020,,,,,"China, France, United States","San Francisco, CA",San Francisco,California,United States,,,3,,,,,,,,,,32.09,21.01397,,,,,,,,,,14.7,0.0,1.29,1.23,a6a254d665e347eb25ec02a75afa41b577aded4a0a69c1fd1160bd17a21ff917,12/12/2024
18235-27F,Placeholder Fund II,,2,,Placeholder (Private Equity),Placeholder (Private Equity) (www.placeholder.vc),2022,Closed,149.4,149.4,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,06/17/2022,12/22/2020,150,,> 150,United States: Delaware,"New York, NY",New York,New York,United States,1 year 177 days,Placeholder Fund,17,,,,,,,,,,100.22,67.08,,,,,,,,,,-2.85,0.0,0.93,0.962,ee6da57b9ea5e3d7bd9cb305e4db80669f5951975152df18929090d7c11f54af,12/14/2024
18236-35F,Liquid 2 Ventures Fund III,,4,,Liquid 2 Ventures,Liquid 2 Ventures (www.liquid2.vc),2022,Closed,80.0,80.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2021,12/21/2020,75,100,75 - 100,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,1 year 10 days,Liquid 2 Ventures,81,,,,,,,,,,53.66,67.08,,,,,,,,,,-2.85,0.0,0.93,0.962,1bf6a5b5317572084c1912f38562d0f2c7fafa8f7283401cbe878ef98265e1b9,12/14/2024
18269-38F,Tiger Global Private Investment Partners XIV,,16,,Tiger Global Management,Tiger Global Management (www.tigerglobal.com),2021,Closed,6700.0,6700.0,USD,5B+,Venture Capital,Venture - General,Primary Fund,No,03/31/2021,01/15/2021,3750,6655.3,3750 - 6655.3,Cayman Islands,"New York, NY",New York,New York,United States,75 days,Tiger Global Private Investment Partners,48,2024,3Q,-13.1,,0.6,,,6700.0,100.00,2233.33,33.33333333,,4126.68745,,BTCF,4 (Bottom),-15.27,,-0.44,,2.17,0.0,1.04,1.02,a40cf16d0e993b0e94c85027ed11e5828445c50dc382d374dc89fea7a0272142,12/14/2024
17915-59F,HBM China Healthcare Fund,,6,,HBM Healthcare Investments,HBM Healthcare Investments (www.hbmhealthcare.com),,Evergreen,42.815314,42.815314,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,07/21/2020,,,,"Cayman Islands, United States: Delaware","Zug, Switzerland",Zug,,Switzerland,,,59,,,,,,,,,,,,,,,,,,,,,,,,,1d5fdd253718c79d8e5d93ee2b6308a1ef63e3b71311d8b5c9751b88688d1156,12/09/2024
17917-75F,Electric Capital Venture Fund II,,3,,Electric Capital,Electric Capital (www.electriccapital.com),2021,Closed,110.0,110.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,08/03/2020,,398,,> 398,United States: Delaware,"Palo Alto, CA",Palo Alto,California,United States,,Electric Capital Venture Fund,73,,,,,,,,,,33.91,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,fdb73a5640f2c6bbfca755def0f78bf2346e58d4eb1899d8fdc9e741b975b7f1,12/14/2024
17920-45F,Audacious Ventures Fund,,1,Yes (Audacious Ventures),Audacious Ventures,Audacious Ventures (www.audacious.co),2021,Closed,88.5,88.5,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,09/30/2021,07/31/2020,88.5,100,88.5 - 100,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,1 year 61 days,Audacious Ventures Fund,3,,,,,,,,,,27.29,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,17115ed8600b7736c8f2acbb33c864055d15ad45d27ec3f586f8a7acb025283d,12/14/2024
17925-31F,Graphene Ventures III,,1,,Graphene Ventures,Graphene Ventures (www.graphenevc.com),2020,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2020,,,,,United States: Delaware,"Palo Alto, CA",Palo Alto,California,United States,,Graphene Ventures,28,,,,,,,,,,,,,,,,,,,,,,,,,097c151ab189d239da52c5cd4a31b3c6f5546256292c6089bd8789e0c3e2096b,12/09/2024
17949-07F,Green D Ventures 6,,43,,Alumni Ventures,Alumni Ventures (www.av.vc),2020,Fully Invested,13.818432,13.818432,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,10/31/2020,08/01/2019,,,,United States: Delaware,"Manchester, NH",Manchester,New Hampshire,United States,1 year 92 days,Green D Ventures,11,,,,,,,,,,2.9,21.01397,,,,,,,,,,14.7,0.0,1.29,1.23,2b11c0630e70cb72d09438a2a6ba354e0f6245412e3001f3169cb5e1549bc020,12/12/2024
17964-82F,Capital Invent I,,1,Yes (Capital Invent),Capital Invent,Capital Invent (www.capitalinvent.com),2015,Fully Invested,5.78256947,125.0,MXN,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,03/26/2020,09/01/2014,5.78,,> 5.78,Mexico,"Mexico City, Mexico",Mexico City,,Mexico,5 years 208 days,Capital Invent,21,,,,,,,,,,0.37,6.43175833,,,,,,,,,,18.2,0.57,2.32,1.54,81b1df65aa80eac1738b3aa4d2c32cca480be8d2ef5226d3e63d02ba0e1d4cb1,12/12/2024
17974-54F,Siddhi Capital Fund I,,1,Yes (Siddhi Capital),Siddhi Capital,Siddhi Capital (www.siddhicapital.co),2020,Closed,68.652632,68.652632,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,09/10/2020,08/18/2020,,,,United States: Delaware,"Cherry Hill, NJ",Cherry Hill,New Jersey,United States,23 days,Siddhi Capital Fund,58,,,,,,,,,,14.43,21.01397,,,,,,,,,,14.7,0.0,1.29,1.23,4ebac62e046ae266e49bdf99d0bb02a6513ba5a6a716aea36d33bba8e1b7db06,12/12/2024
17989-75F,Scribble Ventures I,,1,Yes (Scribble Ventures),Scribble Ventures,Scribble Ventures (www.scribble.vc),2021,Closed,42.0,42.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,02/04/2021,08/24/2020,35,,> 35,United States: Delaware,"Portola Valley, CA",Portola Valley,California,United States,164 days,Scribble Ventures,61,,,,,,,,,,12.95,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,1a593885efc3b14a8415da4d7b4c060e56fe12d79b9a30d5619aa7659d2a34fe,12/14/2024
18006-58F,Duxx Early Stage I,,1,Yes (Duxx Investimentos),Duxx Investimentos,Duxx Investimentos (www.duxxinvestimentos.com.br),2015,Fully Invested,3.88749788,15.0,BRL,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2015,01/01/2015,3.89,,> 3.89,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,364 days,Duxx Early Stage,9,2020,2Q,40.0,0.03,0.46,0.429,-1.4616992,2.72124852,70.00,0.32,8.115,0.09,1.16624937,1.25954931,Duxx,2 (Upper-Mid),15.18,-0.314,-1.165,-0.531,24.82,0.344,1.625,0.96,ff5f503033f4cf8b329af4fcec8b44527144836e133463cd7c0ba99a89ae016b,12/09/2024
18008-02F,HSI Special Opportunities II,,10,,Hemisferio Sul Investimentos,Hemisferio Sul Investimentos (www.hsinvest.com),2019,Closed,435.0,435.0,USD,250M - 499M,Debt,Credit Special Situations,Primary Fund,No,03/21/2019,01/02/2018,426,,> 426,United States: Delaware,"Sao Paulo, Brazil",Sao Paulo,SP,Brazil,1 year 78 days,HSI Special Opportunities,1,,,,,,,,,,0.0,0.0,,,,,,,,,,-0.4,0.575,1.16,0.585,328f278dda292d93101f58d9457de6567f63eeb6abfaa8d67d2c1f45b21b8b1a,12/12/2024
18030-16F,EWA Fund I,,1,Yes (EWA Capital),EWA Capital,EWA Capital (www.ewa.capital),2015,Fully Invested,4.0,4.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,06/30/2015,03/06/2015,,,,Colombia,"Bogota, Colombia",Bogota,,Colombia,116 days,EWA Fund,12,,,,,,,,,,0.32,8.115,,,,,,,,,,24.82,0.344,1.625,0.96,25ae985bc23398f4cc12ba30c51ba9038afd4afcb1be1b7dbc431af81b5855cb,12/09/2024
18032-86F,Firstminute Capital II,,2,,Firstminute Capital,Firstminute Capital (www.firstminute.capital),2021,Closed,185.0,185.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,06/04/2021,08/07/2020,100,,> 100,United Kingdom,"London, United Kingdom",London,England,United Kingdom,301 days,Firstminute Capital,33,,,,,,,,,,60.44,32.66998342,,,,,,,,,,2.14,0.0,1.095,1.0575,82bbddf0e404b4c4b283087572861abf7cb78f983593639879d266d72e811eaa,12/14/2024
18035-92F,RevTech Fund I,,1,,RevTech Ventures,RevTech Ventures (revtechventures.com),2015,Fully Invested,0.3,0.3,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2015,,0.3,,> 0.3,United States,"Dallas, TX",Dallas,Texas,United States,,RevTech Fund,5,,,,,,,,,,0.02,6.43175833,,,,,,,,,,18.2,0.57,2.32,1.54,ba16b875bb28cf3967b5d216fa05c2596610e4346dc23f63cf52bf87d597ee1b,12/12/2024
18039-88F,Blue Horizon Ventures,,1,Yes (Blue Horizon Corporation),Blue Horizon Corporation,Blue Horizon Corporation (www.bluehorizon.com),2019,Closed,394.55054305,350.0,CHF,250M - 499M,Venture Capital,Venture - General,Primary Fund,No,01/20/2021,01/01/2018,,,,Switzerland,"Zurich, Switzerland",Zurich,,Switzerland,3 years 20 days,Blue Horizon Ventures,49,,,,,,,,,,74.78,18.95354406,,,,,,,,,,5.53,0.01,1.085,1.015,637007ebfd2954cc9cc5a3dfdc21cf9c5d8c6e8cedbbb5b64bb25507320c345e,12/12/2024
18043-12F,Binance Smart Chain Fund,,"2 (Binance), 1 (Binance Labs)",Yes (Binance Labs),"Binance, Binance Labs","Binance (www.binance.com), Binance Labs (labs.binance.com)",2020,Closed,100.0,100.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,09/10/2020,,,,,"Hong Kong, Malta","Vilnius, Lithuania",Vilnius,,Lithuania,,,7,,,,,,,,,,33.0,33.0,,,,,,,,,,17.33,0.025,1.36,1.06,48d0e5a269ba3d94b2ad01d7bfc03962deb7c5ad22b30574e75c945a29f27e56,12/09/2024
18061-12F,Daphni Yellow Fund,,2,,Daphni,Daphni (www.daphni.com),2021,Closed,117.7018017,100.0,EUR,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,10/04/2020,09/23/2020,176.55,,> 176.55,France,"Paris, France",Paris,,France,11 days,Daphni,25,,,,,,,,,,38.45,32.66998342,,,,,,,,,,2.14,0.0,1.095,1.0575,fa1288dbfe3011e4dba3486300e3aca9ba394c9e1f848e30bf4e6e3f5cab72f8,12/14/2024
18077-68F,11 Tribes Fund I,,1,Yes (11 Tribes Ventures),11 Tribes Ventures,11 Tribes Ventures (www.11tribes.vc),2021,Closed,11.1,11.1,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,04/05/2021,09/30/2020,10,,> 10,United States: Delaware,"Chicago, IL",Chicago,Illinois,United States,187 days,11 Tribes Fund,15,,,,,,,,,,3.42,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,154503e16ef190442169577c565c8a324aabd036ab2203651ca37b4ec381c717,12/14/2024
18081-73F,Draper Goren Holm Fund 1,,1,Yes (Draper Goren Holm),Draper Goren Holm,Draper Goren Holm (drapergorenholm.com),2020,Closed,25.0,25.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,12/31/2020,10/06/2020,,,,United States,"Santa Monica, CA",Santa Monica,California,United States,86 days,Draper Goren Holm Fund,11,,,,,,,,,,5.25,21.01397,,,,,,,,,,14.7,0.0,1.29,1.23,409e5aa7cb96ac016b55be67f084e006a3a4667d784c82af713e9a79530c7103,12/12/2024
18088-48F,MGV Capital Fund,,1,Yes (MGV Capital Group),MGV Capital Group,MGV Capital Group (www.mgvcapital.com),2020,Closed,5.0,5.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/01/2021,10/05/2020,5,,> 5,United States: Delaware,"San Antonio, TX",San Antonio,Texas,United States,88 days,,18,,,,,,,,,,1.05,21.01397,,,,,,,,,,14.7,0.0,1.29,1.23,21235542350d2ce8e64dbbc47791c01259953425b61f46ed68947466f7501438,12/12/2024
18088-66F,StepStone Tactical Growth Fund III,,55,,StepStone Group,StepStone Group (www.stepstonegroup.com),2021,Closed,690.0,690.0,USD,500M - 999M,Private Equity,Growth/Expansion,Fund of Funds,No,11/10/2021,09/24/2020,,,,"Cayman Islands, United States: Delaware","New York, NY",New York,New York,United States,1 year 47 days,StepStone Tactical Growth Fund,2,2023,1Q,19.9,0.05,1.22,1.17,7.691182,34.52243,5.00,280.03,40.58447333,1.76,362.924824,42.213612,"SEI, Sei Global Services, StepStone, SSG",2 (Upper-Mid),4.4025,0.02,-0.005,0.04,15.4975,0.03,1.225,1.13,2dbb828b94d73ab5a79c7632dbeffd6f6b642dc8ae1ce3c8e14f9ea7dd92de41,12/14/2024
18089-74F,Streamlined Ventures IV,,6,,Streamlined Ventures,Streamlined Ventures (www.streamlined.vc),2022,Closed,102.0,102.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,03/21/2022,,100,,> 100,United States: Delaware,"Palo Alto, CA",Palo Alto,California,United States,,Streamlined Ventures,41,,,,,,,,,,68.42,67.08,,,,,,,,,,-2.85,0.0,0.93,0.962,6730634916595c085e186ad0e81d60d71f83fd3ed98538bd307b8ebf8f92c251,12/14/2024
18091-09F,Cleveland Avenue Food and Beverage Fund II,,2,,Cleveland Avenue,Cleveland Avenue (www.clevelandavenue.com),2021,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,12/31/2020,10/09/2020,500,,> 500,United States: Delaware,"Chicago, IL",Chicago,Illinois,United States,83 days,Cleveland Avenue Food and Beverage Fund,46,,,,,,,,,,,,,,,,,,,,,,,,,6859aa19dd43797020268f9d6c7bf8aed4c1425c1253874f3fb64897bcfeacaa,12/09/2024
18094-96F,Sage Venture Partners II,,3,,Sage Venture Partners,,,Evergreen,200.0,200.0,USD,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,,,,,,United States,"Winter Park, FL",Winter Park,Florida,United States,,Sage Venture Partners,58,,,,,,,,,,,,,,,,,,,,,,,,,a48a7defa1145bfd2a3aa6a43a1eab35b9ac026097e4d11689712939762ed999,12/09/2024
18095-77F,Sunley House Credit Opportunities Fund,,43,,Advent International,Advent International (www.adventinternational.com),2020,Cancelled,,,USD,,Debt,Credit Special Situations,Primary Fund,No,,10/14/2020,,,,United States: Delaware,"Boston, MA",Boston,Massachusetts,United States,,,3,,,,,,,,,,,12.5,,,,,,,,,,11.2,0.335,1.23,0.93,5c17d151818b70fa6962cd5b16658f63ce25b73abf5236d4b2ed1d7c01c2ae5e,12/14/2024
18108-28F,Bossa Nova Sports Tech Fund,,4,,Bossa Invest,Bossa Invest (www.bossainvest.com),2020,Closed,,,BRL,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2020,10/01/2020,0.97,,> 0.97,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,91 days,,39,,,,,,,,,,,,,,,,,,,,,,,,,4c2583e4cfd8886fc345a6da5d4d1b9ec575bf8836e02b916714097e5094c7b8,12/09/2024
18110-17F,SOSV Select Fund,,6,,SOSV,SOSV (www.sosv.com),2021,Closed,100.0,100.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,06/14/2021,09/29/2020,,100,< 100,United States: Delaware,"Princeton, NJ",Princeton,New Jersey,United States,258 days,,70,,,,,,,,,,30.83,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,26af7ebc02681192ed7e4478a9281e8ca07e8839330e3dba73d2a34d6a87fc57,12/15/2024
18110-53F,Source Code Fund RMB IV,,13,,Source Code Capital,Source Code Capital (www.sourcecodecap.com),2021,Closed,560.2582299,3800.0,CNY,500M - 999M,Venture Capital,Venture - General,Primary Fund,No,10/19/2020,,,,,China,"Beijing, China",Beijing,,China,,Source Code Fund RMB,72,,,,,,,,,,124.9,22.29355326,,,,,,,,,,6.83,0.0,1.11,1.07,2bc5892949db6d9c9cbaf14c130a589e13146a15a3498c207f53afd39709010d,12/13/2024
18113-77F,Rainfall Ventures II,,3,,Rainfall Ventures,Rainfall Ventures (www.rainfall.com),2020,Closed,,,USD,,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,12/31/2020,12/31/2020,60,,> 60,United States: Delaware,"New York, NY",New York,New York,United States,,Rainfall Ventures,33,,,,,,,,,,,,,,,,,,,,,,,,,c29a76ea0915112855251b31f30ee42f1134bc8138e256ab758e9b93cd1f8e6a,12/09/2024
18123-94F,Kindred Ventures II,,2,,Kindred Ventures,Kindred Ventures (www.kindredventures.com),2021,Closed,100.0,100.0,USD,100M - 249M,Venture Capital,Venture - General,Primary Fund,No,02/02/2021,10/29/2020,90.5,,> 90.5,United States: Delaware,"San Francisco, CA",San Francisco,California,United States,96 days,Kindred Ventures,27,,,,,,,,,,30.83,30.83095766,,,,,,,,,,7.0,0.0,1.0,1.0,edfcd7ed3c87de64043c471eee0c70a22a3a5c0c8d047c03bacc34f9483c864d,12/14/2024
18125-92F,Minerva Foods Venture Fund,,1,Yes (Minerva Foods),Minerva Foods,Minerva Foods (minervafoods.com),2020,Closed,30.0,30.0,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,12/31/2020,04/01/2020,,,,Brazil,"Sao Paulo, Brazil",Sao Paulo,,Brazil,274 days,,1,,,,,,,,,,5.09,16.96875,,,,,,,,,,17.7,0.0,1.5,1.26,78289534f9e7f9e2efb7335788b0500b652ac4c06a671cb8b26f67728aa8dc6b,12/09/2024
18136-36F,10x Fund,,1,Yes (10X Group),10X Group,10X Group (www.10x.group),,Open,,,EUR,,Venture Capital,Venture - General,Primary Fund,No,,,,,,Germany,"Munich, Germany",Munich,Bavaria,Germany,,,76,,,,,,,,,,,,,,,,,,,,,,,,,250eee1720cf3ea47424a0eea6ffc60ce27c9de726bdefa296497851223f3d61,12/09/2024
18136-54F,E.Ventures Europe IV,,15,,Headline,Headline (www.headline.com),2020,Closed,165.6205625,140.0,EUR,100M - 249M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,09/01/2020,,,,,United States,"Berlin, Germany",Berlin,,Germany,,e.ventures Europe,9,,,,,,,,,,54.65,33.0,,,,,,,,,,17.33,0.025,1.36,1.06,1c23182861a8da40ebb7081658e52c21bdcbd58630bdb4a75cf7f9b6311b565a,12/11/2024
18162-28F,Florida Funders Fund 2,,3,,Florida Funders,Florida Funders (www.floridafunders.com),2022,Closed,60.0,60.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,02/18/2022,11/03/2020,75,,> 75,United States: Florida,"Tampa, FL",Tampa,Florida,United States,1 year 107 days,Florida Funders Fund,64,,,,,,,,,,40.25,67.08,,,,,,,,,,-2.85,0.0,0.93,0.962,e77d0541b15e191594fe7504ca0002fa6e9593c18d738acc8bf56db846f91a2a,12/14/2024
18164-89F,Sinai Fund III,,3,,Sinai Ventures,Sinai Ventures (www.sinaivc.com),2020,Liquidated,500.0,500.0,USD,500M - 999M,Venture Capital,Venture - General,Primary Fund,No,11/18/2020,,,,,United States,"Palo Alto, CA",Palo Alto,California,United States,,Sinai Fund,5,,,,,,,,,,79.0,15.8,,,,,,,,,,9.915,0.01,1.21,1.13,ca5f204fe41266920f130681d9ccd02cc7480a9bc885dfa70218e2919d85def2,12/14/2024
18165-88F,Sound Ventures III,,4,,Sound Ventures,Sound Ventures (www.soundventures.com),2021,Closed,,,USD,,Venture Capital,Venture - General,Primary Fund,No,01/01/2021,11/19/2020,150,,> 150,United States: Delaware,"Beverly Hills, CA",Beverly Hills,California,United States,43 days,Sound Ventures,4,,,,,,,,,,,,,,,,,,,,,,,,,005ddb0a5b347c7b61ae659c61b41ee26bfe5482f527cef1abc2e41984a64dfe,12/09/2024
18176-50F,MetLife Foundation PRI Fund,,1,,Village Capital,Village Capital (www.vilcap.com),2019,Closed,3.0,3.0,USD,0 - 99M,Venture Capital,Venture Capital - Early Stage,Primary Fund,No,01/30/2020,,,,,United States,"Washington, DC",Washington,District of Columbia,United States,,,27,,,,,,,,,,0.3,10.095,,,,,,,,,,21.31,0.09,1.485,1.315,2141daa39bcecae5b25a42eeb54d5b528a63f841532bea6aa2f536751c53bc9e,12/16/2024
18184-69F,Stella Maris I,,2,Yes (Stella Maris Partners),Stella Maris Partners,Stella Maris Partners (www.stellamaris.mx),,Closed,17.2,17.2,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,,,,,Mexico,"Monterrey, Mexico",Monterrey,,Mexico,,Stella Maris,14,,,,,,,,,,,,,,,,,,,,,,,,,479bdd7e6648b66a03f84ff63da756d78176cf8a7024d528fd78d60398d2eb42,12/09/2024
18184-96F,Stella Maris II,,3,,Stella Maris Partners,Stella Maris Partners (www.stellamaris.mx),,Closed,5.5,5.5,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,,,,,Mexico,"Monterrey, Mexico",Monterrey,,Mexico,,Stella Maris,14,,,,,,,,,,,,,,,,,,,,,,,,,162062887f78a746796bf23ce6f0fbd41d213cc9624a7e50431c92a9fb4bd402,12/09/2024
18185-05F,Stella Maris III,,4,,Stella Maris Partners,Stella Maris Partners (www.stellamaris.mx),,Closed,7.9,7.9,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,,,,,,Mexico,"Monterrey, Mexico",Monterrey,,Mexico,,Stella Maris,11,,,,,,,,,,,,,,,,,,,,,,,,,ddc338f2290fd6230f4a69f919363fd74124a2de95795d8081700b5344a9689e,12/09/2024
18185-14F,Stella Maris Education,,1,,Stella Maris Partners,Stella Maris Partners (www.stellamaris.mx),2019,Closed,30.6,30.6,USD,0 - 99M,Venture Capital,Venture - General,Primary Fund,No,01/01/2021,,,,,Mexico,"Monterrey, Mexico",Monterrey,,Mexico,,,8,,,,,,,,,,3.09,10.095,,,,,,,,,,21.31,0.09,1.485,1.315,eef2ccf8d5d2b9db657f3cf64da9a833589487e773042043a4cac932ce701ff1,12/16/2024
