CompanyID,EntityType,IsPrimary,RowID,LastUpdated
492880-51,Company,Yes,4836e1b485ece86258749bd7f27107b168b56d73e84dce74e30cb582739806c5,12/09/2024
492892-57,Company,Yes,7aaeb2b246f4fbd602bac83478e336cb642161d64607c36803c1b134145e49f8,12/09/2024
492896-53,Company,Yes,1e89c423cedc20b7bd62e31275f0e5e9401afe91207a9c43a8a9100905fe8c52,12/09/2024
492917-59,Company,Yes,2a97fbe147cf9631abc61039f7c579137e08e2f14bc62a4170767c5a7d0df8a9,12/09/2024
492924-16,Company,Yes,0684f621ac6f4711b1a37675462aab3a1177a2a4d950ee0b34e4c8b6f0fdf83f,12/09/2024
492939-91,Company,Yes,7bc5230558d258038881de356a2eb4b02aa645710968c581e7b96dda0c3ff816,12/09/2024
492943-42,Company,Yes,d88340d8520b8ae0126e37ce64d353d014986b0d67fb1c81e91020e009b9c2e5,12/09/2024
492953-23,Investor,Yes,88df57d0fccf0f8c5c536e0b671f736bf0dad50614e3cf984e2a4aa370ae11f0,12/09/2024
492953-23,Company,No,50fb1a8391e668a0eea2ab05a88367b6f14f6f8d7e06f31d16d2330033ed829d,12/09/2024
492965-29,Company,Yes,77fa15648d997f183bcf6be47586db1aaec0c4af7539ee516b22cadc8466d741,12/09/2024
492967-18,Company,Yes,d4dbd1d3e9a5263909853ae9ee27fc822cd7fa738fece49fde9021f801a69af0,12/09/2024
492967-63,Company,Yes,19f52e103acf1764d58843e0393c7e9176b4e53596f6970dd56b9caed891835f,12/09/2024
492980-86,Company,Yes,4669a57db11b452ea34381c206da1ee2bca1296bda7263a5f5aa92addbb25772,12/09/2024
492985-54,Company,Yes,4b72df3c495e1cbb6c35a901d40af82449fc458f22e6614329b6e5f8019c7e45,12/09/2024
492999-94,Company,Yes,218a250ca512bf58d94fe2b0f96687f5be2704103cb29584c6c1260ec28a1bfd,12/09/2024
493010-56,Company,Yes,db4971ae8862de85feb24e4de9126fb65bd41eacb2521a0fe1d550c83f70f928,12/09/2024
493059-34,Company,Yes,68c026ca2db950affa3deaa00eb7ec1f968b97b84315e4455af3d59967becc14,12/09/2024
493079-05,Company,Yes,b3891b6d6cff0eb6685b414aa3386aa738756819fab29e94f472b57f1b72adf6,12/09/2024
493084-45,Company,Yes,f79af79fb77cc89c33ea95e2825045331a04aebcdab18c15657e0d89ba2b9c9c,12/09/2024
493086-07,Company,Yes,efaefcaae8184dadd8ff6a76460424cb776578b1d93f8d5167a7bbdbddae4e13,12/09/2024
493113-52,Company,Yes,727541bb3fb03e8cbe0ff153f9bbde9da17c8908f5b0c03c4d610b5468ebb4ac,12/09/2024
493118-47,Investor,No,06d22ba6982b0cd06b97b08a89a83a6d4a47e55b021ff6a257debf6e94c65bce,12/09/2024
493118-47,Company,Yes,2ce868d4e20bf9c31766b9003d6054bd6ecccd353da539af0e3d3ca7f97ffb15,12/09/2024
493118-56,Investor,No,1357f01de1b4e72252c0302949891811808afdc347ec805129cc4a7397a8e3e7,12/09/2024
493118-56,Company,Yes,cf1b2c57d4e8fd75af86dc3797375bfef8237dcf2ee9ca3c1c0e20624eed255e,12/09/2024
493122-52,Company,Yes,b53ae770a5fcbdb702ff912278197d805d0044f6ff01a09cd5138021b822928e,12/09/2024
493123-06,Company,Yes,359acd0842e4498f24d2fd1141539d91408846e05738964c72bae5f13e11dc97,12/09/2024
493123-42,Company,Yes,2ad3444899ef5130033bfce9d58356e0daa7833f5f1c2c4ff787f25efb580034,12/09/2024
493123-51,Company,Yes,4e659d8d1e88420dc41ade01b8a2a62a4368044de7ccebec80c9c65b920466a4,12/09/2024
493134-85,Company,Yes,6405a491f30542bb019e8c2cc137ccc03409a75f5290149eafff10b31248e119,12/09/2024
493135-12,Company,Yes,e34f9b0b90ba9de5f51d7fd2db2d3ec1d51eeadf1d60b716b05a6a7590b5b00b,12/09/2024
493135-75,Company,Yes,1f92575c94e05fb5f822e326b7eafcc62f916d039db4ebb20f7eb4524266773d,12/09/2024
493136-02,Company,Yes,9ac24154f7976b54a5eb76784ba6484cf7524ab06d64aab7ab4ba488ee6cfa06,12/09/2024
493136-11,Company,Yes,0019c4069def13c1a5695f49b7c06acbbc54edb5e31785c9089e947deeb8feec,12/09/2024
493216-21,Company,Yes,ea056bff6bb682bbcaa52607d80dc0ccfd5bbe9f3ee3f60f69029fc2d095070d,12/09/2024
493226-83,Company,Yes,f9a72a1d9a85837d2fa69d7bfa2b222d1f861767c113c0a0232f56b374faa63d,12/09/2024
493231-87,Company,Yes,15b7a63ab85583cd5a691c6852245f0c84aed898b1f8553256db8d0d09550f14,12/09/2024
493235-65,Company,Yes,1ab09654356d89bd1688a7374483d4d0c5fd6abb0d2f8521c6ef8e24386073e1,12/09/2024
493237-00,Company,Yes,1cc10c0036f90da88796e0b7ea9d9d0808790e65bf554e6f0f873c620eeb268c,12/09/2024
493260-49,Company,Yes,757f6c8f7e99ba7597c9bb8a98c49c308171f0205a4a04c6e7c83adb2873b9c0,12/09/2024
493261-57,Company,Yes,3a54660c201169269b8cb718b61c1ea58ee5fccffa271d5bd815bbf71d92d1ac,12/09/2024
493271-83,Company,Yes,ba1ff34d1ac66c1d17b2ff2421721ca56b9ee51326045ef15ca93ded8362e313,12/09/2024
493305-49,Company,Yes,469ec4991ad09ed2a7827d99f1152970c3e8993f69407f56915cfd3a7d6c4050,12/09/2024
493306-48,Company,Yes,c97342d46f7afff518a72ac82e00be90ecc8104ce29d326a1f1468cdbe928506,12/09/2024
493308-64,Company,Yes,f3c55aaefbd0eb4700cbeb854ad287d9d7368b886d5d1000df927400333abf25,12/09/2024
493324-39,Company,Yes,40eb487817e9b78079575f6936dd1e3db7a196413432a644527797278ef50212,12/09/2024
493333-30,Company,Yes,faf407bd921f82c5e715ba9bc7c588fb10cc8eaca8db24519c11235420b4247e,12/09/2024
493334-20,Company,Yes,7f50d2bedb2cefe77fb49c7d5d12f43597d60ede1d24740e44bcfa19296c13a6,12/09/2024
493334-74,Company,Yes,8e18772e7aa3a7ef6476e0ab7a72b465390eb5b8c5bd79a80f7ec2079bb1a7e1,12/09/2024
493352-56,Company,Yes,0ba18d0a66f08b38c226f5dfb125cf2e3c292633621eb474e36225ac125ddb65,12/09/2024
493353-01,Company,Yes,f58927f00a2b73b474f9a7333f2c684197834138789287f1684ebb870f2a229b,12/09/2024
493355-17,Company,Yes,9946231f306756666235fa61b4eba74d0d9d23b023ac47af863ecf7c70ea90a4,12/09/2024
493357-24,Company,Yes,d0adc5f6ca4c70555ebead04c352458250921d74118fc6f2ca995230cdd05192,12/09/2024
493358-41,Company,Yes,45e0bb74a44bc490c0e8d35e4b9d6185a39d02ab1235a831885b06d28d2fe3c8,12/09/2024
493359-31,Company,Yes,c0e4e8b6d0dec5d6c234b08ee982b292f5c78c246547e217daf3dacf0fd6ea72,12/09/2024
493372-00,Company,Yes,c7925c60a1b4f0f728e6030b1b36913529b2e7c33b739593d7cf2b6781d34eb1,12/09/2024
493372-90,Investor,No,c1456e84028e8645db973cbcafdc37e34d4808aa50be793a83b09e23ed0407be,12/09/2024
493372-90,Company,Yes,7b4338468b14fa6c0a621cd46eb42070c1241c30577d8b38efe290b9b6625473,12/09/2024
493387-84,Company,Yes,42baba297dc18fd2751e353ffd18098bdc32c17515a063e4208863f61b2118ed,12/09/2024
493389-55,Company,Yes,812cfe6e07f3985cf2e289c354ab3dfb3dfdd185c08495d58143f810dda6494d,12/09/2024
493390-54,Company,Yes,80c4ff66b181082781c19a6940633e46f97410838d42213c6349c4bbd3aa6dce,12/09/2024
493393-78,Company,Yes,9aca05564b1bbed1c23f5e1da729c1fe51db49deb4497a7ea15bfae12696078b,12/09/2024
493400-44,Company,Yes,5eaf0607d52fbe345a15256eee90b3fad8e008abcf47320334a599ad0d322d87,12/09/2024
493404-58,Company,Yes,5576985f4e05bdd91cf31e985056eaf07df4f76e0f91856f5c0da047ecf49a66,12/09/2024
493407-28,Company,Yes,ced55685df077a724a2986229148c8e3d576224b7efd4872134f4687ae63a8cf,12/09/2024
493414-57,Company,Yes,317e566c68cba8f4109d23eaf3da7e7f9dd65e8e2a7b5632614a50f035f35ab5,12/09/2024
493433-38,Company,Yes,f6a59bacf57814e3848a21afac3a6467b1f23c01a4ff68dd2026960394a3cf2b,12/09/2024
493434-46,Company,Yes,e1a077a3958601b5263e9aa68fa20b084a3fc3eb29637de355b58d7fda2866aa,12/09/2024
493435-09,Company,Yes,3e0bc04e479f45e61c9016af58a79e70571241ef962953c7b73cfddd722c9468,12/09/2024
493444-90,Company,Yes,9746d7503fd66bf23c6ca45bde33abb0285c5ac13b5da2aaf7b46fa6fd486b54,12/09/2024
493483-42,Company,Yes,7667fc0b76bbcd00082150dedd5433e51954df7bb9c708465632d6051679d0b9,12/09/2024
493496-83,Investor,Yes,1159f2bae97786d66363076b6ce3346f78608da196e5432aeeec31d40b1e32f1,12/09/2024
493496-83,Company,No,95393dcc72c073614ef025a52c5079c829047d1a6a02969f3f61e84d636b2a97,12/09/2024
493538-05,Company,Yes,6a2f0fd6c2e3598e01c28bdefcc6d5bc62348f35694e350447c38c2d7af32d24,12/09/2024
493539-31,Company,Yes,057832a88d707eb750789ba1eb027c3feb30c33429f8d7957bb160f2e620281c,12/09/2024
493604-11,Company,Yes,20e95462ec2e82afb67f8a1fc6cb12989456105ca06ceb4a6018f739f171429a,12/09/2024
493634-71,Company,Yes,219110c8392fee52583b7ad863a4cace89103e32a3777bcf7556d0dd4719cba4,12/09/2024
493641-64,Company,Yes,30db33e953e0d3a80fdf2bdf54854a3ce7a36a4e4f7c62994520bbbc554d79bc,12/09/2024
493643-08,Company,Yes,fd633ab0e7e21f24e7d8442f8354910daddda3f401b2dc6d3ebc67ce9b28e1e0,12/09/2024
493643-62,Company,Yes,0bf89dfdeace1a268d9625dfbb108c08a3281858991556339340ebe41256e35c,12/09/2024
493648-57,Company,Yes,0428eb7f34a2635d097290003acd2048de1fb73774afbf6f11b1ee2a32ebb7bd,12/09/2024
493681-78,Company,Yes,10e8d0d7f523da1ce62d09c08955828f93b1800867e888f802a9024569062747,12/09/2024
493724-35,Company,Yes,ff544063d1f138493cd2ccf9906f0dd5c9ea773ef2d4e4a5cfea28c81388c21b,12/09/2024
493740-73,Company,Yes,9a5d6508c3f8a2b4c01ed6ad28d513a80ea3c54b72ac69901aa3f23a38226121,12/09/2024
493756-84,Company,Yes,a1c60e3369b899fb629c1400f30b83273d6b4b8170af95bb50880380c264191d,12/09/2024
493758-37,Company,Yes,ee416e888c0302c5ac752b1822072ca731545de354ae2485f5ad6ac3e53d3e76,12/09/2024
493759-90,Company,Yes,1d6e73b78f9d421fd78e4e8506af67adc9869e9eba335605e1830feee8b46fa0,12/09/2024
493772-95,Company,Yes,f60d81c026f150125a278085113cb655fcf65ea001f1005181cc4d343715ea1b,12/09/2024
493796-89,Company,Yes,9eeadad1b4a449c19d056d6ce175278084333f2d3c04d739416e8cb455006ead,12/09/2024
493797-52,Company,Yes,30be8fa14fe0e7079ae9e699469b112e4f0655c862ed2ff49a67f0bdf56a3aa7,12/09/2024
493832-35,Company,Yes,c1afa0200826dd229416521ed808534c72279042e1d8cacb46234215c2713908,12/09/2024
493838-83,Company,Yes,9dc7f9be950baaa199fc95b0c2ed34c423cb1ff9aeacf6d2990563fcd79e52ac,12/09/2024
493894-72,Company,Yes,26d97a27b0c39f6d544721e0371b1276702db427964397bfcddfebc22036c1c3,12/09/2024
493899-67,Company,Yes,b4890f901dc1e7b4f3aca0e012eb11ce12fcbda5a363c54b78da5c094345dcd5,12/09/2024
493904-71,Company,Yes,d551017293e08d133b3ad864b87d54db33f1d3b3a2089dea38d449161e1a3a03,12/09/2024
493905-88,Company,Yes,c26fb1d4956784e13bf2ffc990ac77280d21b8d7d6f1c9691edc5e03b66f30f8,12/09/2024
493911-82,Company,Yes,acc3ba31e7624a4132f36d45df62bea86aa8cec55506b450b06be28c6d9faff7,12/09/2024
493912-09,Company,Yes,254982c56c9f63c139d26026e79d3421afd55c52e9a4865ee924cc1f5f243211,12/09/2024
493912-72,Company,Yes,636b9d805e62427e21eddead348d0cbbe7a944f76c0ee4be69c1684bf02c0352,12/09/2024
493999-66,Company,Yes,9932131cadb1d973aed39f869be4bcaa6e822a1e643c9e78492ce175142b01af,12/09/2024
494003-26,Company,Yes,b26fd4f5e9e9ae1766053f4a5f72ddb07ce9f1e8b741c25f9fbb7e9b7b903d6b,12/09/2024
494026-75,Company,Yes,533e4c4b4c2b05e6562b9d7b4c673343f7e35dbc73c300dc3dd3733532d30cad,12/09/2024
494060-05,Company,Yes,19442f17559206b343e78c57bf533ffa8b163fbd375bde500d8b2a515bd1b0b8,12/09/2024
494072-20,Company,Yes,b3627aabb9c232f04f4a9b60a22313425ccfbe8ae5291f6b42e323fa48bf1b69,12/09/2024
494075-35,Company,Yes,b5021771de0d018567d2c6937bed7e924e1bceec4cd9d1b66cbf6b83ae82d256,12/09/2024
494084-35,Company,Yes,93a7c35afb5c02799435f64c581fc0427f46ce0454630b569f29564cd1288c60,12/09/2024
494092-09,Company,Yes,b13e227d8dcad1f224e035a59e9d6a9114e08fa6061b7bb74926c692d0cb7543,12/09/2024
494098-84,Company,Yes,f8ad93ec046fcd4357e6962c5a03bfa90f5f5a6cae7c4b594e8aad7ab7ef950a,12/09/2024
494099-02,Company,Yes,0fd95a7aab320082ccb003b14a30508359e309bb802953feda01c54ca240342a,12/09/2024
494101-18,Investor,No,52831862ea77e5434eae4282b171f75acad3d995b206a54f249f592caae0f412,12/09/2024
494101-18,Company,Yes,a01765213cbc0ad0dfb12307f5e26c5ba132eddc989a7cf03cfaf6499acf298f,12/09/2024
494101-63,Investor,No,9a01bb166896cf48bcdd129be72bfc13fd30b6c28c7e3c5994a43b665dc70c44,12/09/2024
494101-63,Company,Yes,5d5aa3c364f64ea66d605d1878c19d86ee59b9e6f1cdde959cfc059c331e0744,12/09/2024
494102-26,Company,Yes,09c53abb15823caad1fb6cf92ee8623c926fefdb9cd3c0644879f9a4141f4336,12/09/2024
494102-80,Company,Yes,8c059dfef0f9daf0e4c0c035c29bb8f6f3f6a57da6faf4c056921c9406bdaab4,12/09/2024
494116-84,Investor,No,8fb5b9bc43cba690dcae2d2c928263bd12487ceeea8835f88ef016cfd2c613f0,12/09/2024
494116-84,Company,Yes,b89ebd18bc7e27629764f09b263c68dbbd52a85ffc7ab4ddb34140624bb0cad6,12/09/2024
494118-46,Company,Yes,1eadc38a3dab3109bac4382fae0cec3de085ecb5bad80d32fa33acb775b279fd,12/09/2024
494130-16,Company,Yes,70b000e346114f21d96813355702df60a202d3724c8b08fe8f9b590c49fe125f,12/09/2024
494131-60,Company,Yes,dbc4f8273e97908b3660549bcb3e35dbb2bc8a343cd355f9e477e5e862e0f9f4,12/09/2024
494137-99,Company,Yes,4c87d006a84a87f2ff149276603ee75752d25dc2326a270d301cbb8b0e2d7e24,12/09/2024
494140-24,Company,Yes,640cbfafab8847bf1a05d6a4e1bc749c3aeb8df9a6ec511a47ee85d2aa97fb84,12/09/2024
494173-00,Company,Yes,8a049664796c885fae1303d6203df4ac887477ce4170751e6f543c8f1c31d781,12/09/2024
494243-83,Company,Yes,b48c806000f8a4dfd7a665d99eeddb0aa3dae75f055228fe9c36a7d639052cc0,12/09/2024
494244-28,Company,Yes,474b68b517c2c1159bc41fb1b6c50f97244869c0280a3f419022002cbde92dd3,12/09/2024
494244-91,Investor,No,68bc6ffa4c8bbb5e17844aaee0ef3edcd54466efebda2b0a450a9f8683e56551,12/09/2024
494244-91,Company,Yes,b6d8e2d8f729629f0ed6e07c20f2a3e50c5bd9a213a3e4bdc6995d413aa30542,12/09/2024
494256-43,Company,Yes,51dc32ab7d0d70685b59d09c054de70d476e36cb60d7fdd5bdb1f5fadc9d7313,12/09/2024
494265-79,Company,Yes,ba4c31deaa715e20f36ded2ae9c0dcc6edefb1f73d72b16804640fd87dc71489,12/09/2024
494283-07,Company,Yes,27ca168cdb1542ad6bc6c320b02d9ca00b04b6b46b8fdf36c7f7ec628f9e0a53,12/09/2024
494284-15,Company,Yes,6403999bbcd24affa94af6f829270be581b3abdb6553a937fb08834693c0b4a2,12/09/2024
494284-24,Company,Yes,12f2a7f0fad5720f424540483194a4ca9dec8590c110f7254ee78bf6bb817be3,12/09/2024
494284-42,Company,Yes,027399fd0ec03caf9f47b8ccc84b30281e3a9e49e67d7f9f6facee997ea8c733,12/09/2024
494285-32,Company,Yes,30a5d42d8ba3de9c8f05bbf48528530ecd3924ef80f147f2340f71c34f540d1c,12/09/2024
494287-66,Company,Yes,73fbed81a79d420bfd9a2f746924ea2b55b332537646bddd3c61b15001a38161,12/09/2024
494288-38,Company,Yes,d46084270d423718e4c0570cc21278d7c0c2d07417c3671f6c3697bb8d4117e2,12/09/2024
494289-19,Company,Yes,81f366d442a55ab09aa94257094cd3985361b95e740bd26a866bcee73b326b26,12/09/2024
494289-82,Company,Yes,7f594918e3dd2b788dc6ef9f9468218c4435edbd3508bba823e5fada0ea3a6a3,12/09/2024
494292-61,Company,Yes,13aca49872623b59e028b882d95d0b7ec3ad34fafe255070ec9198b2ec2ab9da,12/09/2024
494294-86,Company,Yes,2c9064a141abd7e76b3ad6e2332fd2a083b19f2966ccb0f68d718d13fc82dde5,12/09/2024
494329-96,Company,Yes,6c205c70f71bf83835cbdf2346c227937d28a2500e4e58e8ed23aaf434ebbbf0,12/09/2024
494343-10,Company,Yes,544f0fe1b2ed9ad31107a7459482cb5a9ce5c9912c60539594cb6be6c9c981ea,12/09/2024
494355-52,Company,Yes,e1e92a5e2f7f181cf385d45b0627c6313eabda992e55f4f1f7bf49e90d050697,12/09/2024
494416-09,Company,Yes,1f57fee751d3cc39768bac9aa7db8bf67a33ec3b4b7cbb7f3280f9417d69a1a4,12/09/2024
494425-72,Company,Yes,194ab26d6c57f65f0374a8be576603fce73ffdcc6c3e8903b23fbf016bbcea85,12/09/2024
494442-01,Company,Yes,46794d96358ac4718982af16adde8c2f9ffb4efeb63716970a5049cd29427406,12/09/2024
494458-93,Company,Yes,4391c01ed818e25bb7e00930c8ebae6ecc6ab97c791a85953ac709d656e6a875,12/09/2024
494480-71,Company,Yes,81bb9b926f0f3c60eeb6ac5d802b50c777a7b1a992fe0c8ceecb5421623641c4,12/09/2024
494488-72,Company,Yes,28a576b909d6b25f1e376322548bd9f06ad802ff3957c4384f96606448a7fc83,12/09/2024
494496-73,Company,Yes,0985bcad4596106082a7d86db5c0c538fd60d5107ffc6050ed3073c4b5fd1a31,12/09/2024
494537-05,Company,Yes,6cc1405c999dd22fa76da9f65e17d496710184a0b60f77a5359068555e43b547,12/09/2024
494554-78,Company,Yes,370020b54abc93752f2a2251dba494cf83e50a8b9bff39b3203525566d566ea3,12/09/2024
494556-04,Company,Yes,e48cf1bd988cb162991c84982ea4ebbd4d863f1b77119f65066145bb6d847d0c,12/09/2024
494556-13,Company,Yes,30639f27632e098602bb6b38ff88952d327e06c068c15bb87b19824065dbdc29,12/09/2024
494556-40,Company,Yes,bd5c76e7b4acdc3c4b664cdd17f4bb613814fd0f3c23509ef9264870d4fae86d,12/09/2024
494571-25,Company,Yes,fc9727969b189a72903f7aaa749b10d37fd8793231f3b255c074e043ba16f94d,12/09/2024
494598-70,Company,Yes,6a2e58112b473cd127dcb2a7d1c40e3f75a486ce72594f4bccdd23674748d057,12/09/2024
494623-72,Company,Yes,5577bfb3e811127f7cdfd84598d1b5f53aec9c5e0672524533d5ddc09a0b643e,12/09/2024
494657-11,Company,Yes,6929cb86c47c453bc40d70865a4b2977965331ff28dd63829c993a417e87ecdc,12/09/2024
494659-36,Company,Yes,f1d25a5287f1f113fd0d554ad6e31ac581f2aa040b83a1ffd413dda8fa929397,12/09/2024
494666-56,Company,Yes,23713546cbae59314cf7f8a441103db25629881f7fdf3087d9bb0893f0c7d8ed,12/09/2024
494669-89,Company,Yes,5b0981458c659430ba335edb2ce539a0517d87891a08cec2cc749bc6b38b41a3,12/09/2024
494672-68,Company,Yes,f5cb30355c610eea3d2489493bae828917b861b16bca47b8f2cee69c8d3a98fe,12/09/2024
494675-29,Company,Yes,8227700fa1a7e34658050314ba2c01f647305747f42f6d660dd1724f94d87848,12/09/2024
494695-90,Company,Yes,abbea354aab66bf7d9a9b294715880876eb5231add6691310e06789399948c1c,12/09/2024
494726-86,Company,Yes,2b92630686dba851bad1326e3be31fc516b9692c4170b4d786de66f7f0b369be,12/09/2024
494732-35,Company,Yes,a06ed7b9c5346dccd6e84009c2781a8d5040170f6300428195905af2a3c7b15c,12/09/2024
494748-73,Company,Yes,d77f232262c84998423eeba4c530afabf20f0a4c574154df6041849249c8cc5e,12/09/2024
494748-82,Company,Yes,bc64b971f1cfb2411c89aecc97c2409d93eab0209488ecdec245c5db36324bbe,12/09/2024
494755-48,Company,Yes,28d8a09d47edd02d45e053179de3b328c14900f46b41b6b66f4312dd68fa6f90,12/09/2024
494781-13,Company,Yes,e77aaad4513bac25853684a8a5aa164ef845e4b030a50230b93904ffededd211,12/09/2024
494788-42,Company,Yes,5f8fd5695270aaaa52a9ef5d54aff5fb42fba3462eb811908438b020c5c14e11,12/09/2024
494792-65,Investor,No,1a8c55cfb92b1e547f15c6a49da23967e8c8dba74423311f6c308f67172a8cca,12/09/2024
494792-65,Company,Yes,dd27763b45cc42d5ad709d8502bfc68e025b976c057bd2532a9a8f271fa0e35a,12/09/2024
494792-74,Investor,No,27b416ad8f5798b34871a8411a79e3ea3fe80a1ebe9c75b02faa92669cf49f80,12/09/2024
494792-74,Company,Yes,5f19033617b8cf2e9763f184c5263323514ccea03432c577d808a4eeeb6ae662,12/09/2024
494796-43,Company,Yes,13129a1bf546412b74c80db4948fc8ae3158ebb5e56c5755a95fe4ad3ff82a40,12/09/2024
494802-28,Company,Yes,d0eda78a3a73e2b96a3e7206b159581fc100de62954a7f0c88ee54f43a9aa6a0,12/09/2024
494843-14,Company,Yes,4de32fc4eb7cdb34e0a283851366c660aa284256d5c0ce3e93b9de0d98807cd7,12/09/2024
494854-66,Company,Yes,6de48b8923aac9b68106c648bb8d54499a050a0783d4ba6bbb4a11d6dcdca7cc,12/09/2024
494860-51,Company,Yes,d5fc88b33dd9e2daebf99a041651b747ddc296e33120e85e5446c38281843d12,12/09/2024
494878-33,Investor,No,c4c72fd23bf34fbc259e8ad574a2328a7817e700fb896ad5d9d2f86bd72c0bea,12/09/2024
494878-33,Company,Yes,8a6ed362e65d84f112cba31fc2d42a7b45134837dfac753eacd92f89b21c65af,12/09/2024
494895-34,Company,Yes,224deabe59b2e62c8f3db8b350c4b5b52a020b05504a5a315f192967c8c3c7e6,12/09/2024
494899-12,Company,Yes,fa0a971c66ab2cb4f3ec48ec5ab774118abe6b56c57b80cfd8c44b4bac991184,12/09/2024
494903-26,Company,Yes,6a1aed34baddb66f9d7ab6eb778d96567f47ea98c6f69b4895b1f0dbf91bd2da,12/09/2024
494905-42,Company,Yes,05203c92d952372dfab93423c6d46c22ed71fe361190d2214a01ffc220ff4349,12/09/2024
494908-03,Company,Yes,f801ea405cfa3ebe67dac2280ccc0f423550009c1961b6e51b9990465b17cf52,12/09/2024
494940-97,Company,Yes,9756fa8c260d987d0545dceeb6a6c35685ed2dd5ea9df4754e9273f2520de5e3,12/09/2024
494948-89,Company,Yes,cb1b39d8f507ae04b984d351328d2ac21759c9ea9ea031382c3769919780054a,12/09/2024
494981-56,Company,Yes,d38592098787ce46cf1963762fb7ea8a65200cbdb3f98c3731f3644125f7c32d,12/09/2024
494983-00,Company,Yes,788ebef0873be245d2880b5c01b0eaa828df9c9b866f325f47d8b632d5ea78db,12/09/2024
494987-77,Company,Yes,f116f933d643e32f4f83e27e7070c58564436710216822a2c07a488fb00e50c3,12/09/2024
495004-51,Company,Yes,01595ec7e3c991d806f5256c32e141627ddf89b8c60284df552b527368db61f6,12/09/2024
495006-22,Investor,Yes,ebd2d6002e178eb45624851e87fa0978222094d94bfc88c904cea47a99bfaf04,12/09/2024
495006-22,Company,No,dad3b8e1b7b27fdf0a29a8cd628ea869ef5ddaf96cf8158629929581f206790f,12/09/2024
495012-70,Company,Yes,f48729eb6a3d4ab07c9235d8d05a0a0e4513626d5c638847d63f11f8c11b746a,12/09/2024
495027-64,Company,Yes,09b8877d0e7f37391aea7e9be976106ae75fb53fde70bfe16affe16685c8da07,12/09/2024
495027-73,Company,Yes,d4b8149649bbbce2a038c883b73de617b6820df1a2de09db000e2b40ea5b5202,12/09/2024
495027-91,Company,Yes,4aaea067b8d07bcd5be3e4058622bb6547f2226a484b8fcad4c7df6b498b6152,12/09/2024
495028-27,Company,Yes,d8bcc382b68e330377b2389bb816193e58791a1fe1dfc2b7979d4deefd08f2cc,12/09/2024
495028-81,Company,Yes,b7da45495a783eb9f5634ecc023dbd6cdc6efa799821c765027a3beae3adeb4a,12/09/2024
495029-17,Company,Yes,bf123ea17a3e93885f957669e884b436f02ab1d5b0db30e829cbbdf7fef371d4,12/09/2024
495066-25,Company,Yes,3b2215ff58691665d3d1ad2400fdcf676442a0dea3c5b6f8b22a526c04fc1f92,12/09/2024
495075-70,Company,Yes,841131f316f6741eac2aeb6273e09422b1058ffdd3335ee09a74dcfe03eadb78,12/09/2024
495384-22,Company,Yes,7863354ab240e5799444ef4f352750549fe904b87bf77f13838f088730f9af65,12/09/2024
495413-38,Company,Yes,2606e899e1d8be41aea43eaafc47b9030a41a6ab5b406f84cfa840a2e826ae67,12/09/2024
495415-00,Company,Yes,59aa6672811d283c655a66fce18e0a2e7878d767e75e4f41d7e1dc16caec25cb,12/09/2024
495415-63,Company,Yes,c55ed572029b8da3b72a429962a0be29a55d115b1a147cbb03e7681e059d9bc3,12/09/2024
495416-08,Investor,No,a286a26ae1baebe63ff806938b4d12f2e1a6af0f4465c389394042a795bd5dfd,12/09/2024
495416-08,Company,Yes,a5e45f598cb3446e73e685f4755dd7a1ee18e6c81bd2c68cbc26ab1f8b8e6196,12/09/2024
495416-62,Company,Yes,d824fd3cc4d8ede2b2564806f64ef87da53b6b1d3b53db328547de03d9f83a06,12/09/2024
495416-98,Company,Yes,544dae7e15275989aa0f80e5e04ad9e7657d487bc1c5a72795a01f7bbf422a84,12/09/2024
495470-98,Company,Yes,f13dd13f6b802bae539fae35fb72fae6d252ae641a8685378e38e336b74de27c,12/09/2024
495471-07,Company,Yes,04ad87da66fb06b0ef4d1b27ebdcc76c902ebb66a6bb2ffab7443dc5e28c1caa,12/09/2024
495477-01,Company,Yes,3e5ce8590612963664e234d0d4fd2198d6fb1dadea3eeb99169d17ad2f80bd07,12/09/2024
495483-13,Company,Yes,dcdd070216de9062fac783c40a70374c383fb2f6ccd1e939bf41bbe8f36a11fd,12/09/2024
495502-66,Company,Yes,080f5310005410ad97afbf0c21a865014da8b9e7f39221fa271547e57f7a1db4,12/09/2024
495562-06,Company,Yes,4bedf2bffa75c5f1cb749927e00d76d895e3ada1b991d379d7608406d858552a,12/09/2024
495570-97,Company,Yes,2c9a27fcfd9d6663992e067e5aa962839d455aac19830efcdc4312dd2326ba60,12/09/2024
495601-03,Company,Yes,3c93f6f93280ed8de9293a53e02045f524f333e5fbc127fdb95f249b122e696a,12/09/2024
495601-39,Company,Yes,c1bf3b3f448733a03e4fc4191ed9123c4995b37e2a6fd5931fa6d1b099c568be,12/09/2024
495602-11,Company,Yes,74bf7ce0e9306887e492d5249745b8e151abb602dade4e6e9f59c52b657ac22d,12/09/2024
495614-98,Company,Yes,b286e90f05b644369b813425f0eca99d6562608464997d679a6feff7a6239bb4,12/09/2024
495664-30,Company,Yes,c6b7353d4043f7557b386ac7a32a4cdfee4f85adae56cc1aab4ae230c943f9a7,12/09/2024
