InvestorID,LimitedPartnerID,LimitedPartnerName,LimitedPartnerLocation,Type,CommitmentsTo,LastCommitmentDate,LastCommitedFund,TotalCommitments,RowID,LastUpdated
11228-50,58914-37,Massachusetts Institute of Technology Basic Retirement Plan,"Cambridge, MA",Corporate Pension,6,12/31/2022,YCCG21,425,da97eff81e989703901f182d50406b6e732c64c7ca5434d9879e18110ce1e886,12/09/2024
10018-18,40385-44,San Diego City Employees' Retirement System,"San Diego, CA",Public Pension Fund,,09/20/2024,KKR Diversified Core Infrastructure Master Fund,354,7d2334bbeec98c4242d9735722505b3f68b6c7d3c575dea5fbad70bc8a1d0bd7,12/09/2024
11211-40,58914-37,Massachusetts Institute of Technology Basic Retirement Plan,"Cambridge, MA",Corporate Pension,1,12/31/2022,YCCG21,425,6aee54c096cc1cfa9ba669d0aaba0b311ad4729ef61ccf98f8db1e94c4eda576,12/09/2024
10046-80,40385-44,San Diego City Employees' Retirement System,"San Diego, CA",Public Pension Fund,2,09/20/2024,KKR Diversified Core Infrastructure Master Fund,354,8bd684dfd1f30f8998b76edc47f4308b8bfd9eee37bf4c6293b9bdfc86c9a2ae,12/09/2024
11194-12,58914-37,Massachusetts Institute of Technology Basic Retirement Plan,"Cambridge, MA",Corporate Pension,1,12/31/2022,YCCG21,425,e6778da43340b5bf723cb0e4c1384609b7493257824eaae56fc6353383a0abb2,12/09/2024
10051-21,40385-44,San Diego City Employees' Retirement System,"San Diego, CA",Public Pension Fund,2,09/20/2024,KKR Diversified Core Infrastructure Master Fund,354,b2b9ef9129d00f2250795499c9234af69452ab8b5ba4545cd2529bd533fbb4c1,12/09/2024
10151-56,58914-37,Massachusetts Institute of Technology Basic Retirement Plan,"Cambridge, MA",Corporate Pension,3,12/31/2022,YCCG21,425,528a4bf3fda27172951da2bff92772cbbbb820b5504b05251dbcab59b0876bdc,12/09/2024
10071-01,40385-44,San Diego City Employees' Retirement System,"San Diego, CA",Public Pension Fund,1,09/20/2024,KKR Diversified Core Infrastructure Master Fund,354,a13828a127e3cf9aeeab073e289a961d601998417ba3e244d3a9fcfa7c18def1,12/09/2024
10123-03,58914-37,Massachusetts Institute of Technology Basic Retirement Plan,"Cambridge, MA",Corporate Pension,8,12/31/2022,YCCG21,425,20caec5a96dac52618d6ab219696434c1814587c21ce81b93178f724203f50fd,12/09/2024
11165-23,40385-44,San Diego City Employees' Retirement System,"San Diego, CA",Public Pension Fund,1,09/20/2024,KKR Diversified Core Infrastructure Master Fund,354,4e010bbcb52685fa1eb2fe756b827f5e52dd4b41f58b8260857f5f575a3a74e5,12/09/2024
11204-11,111861-55,BAE Systems Pension Scheme,"Frimley, United Kingdom",Corporate Pension,1,06/30/2020,Colbeck Strategic Lending Fund II,20,debdf5767ebe72c90495d9ee06eb53ac07c39ec705820d54e9b5d0411e6d1970,12/09/2024
11166-58,40385-44,San Diego City Employees' Retirement System,"San Diego, CA",Public Pension Fund,,09/20/2024,KKR Diversified Core Infrastructure Master Fund,354,56bbe37c2bede321464422e199944f22d2b42451bc8e910738298a3bd10cf5a7,12/09/2024
434086-66,167208-94,Anna Ljungbergh,"Stockholm, Sweden",High-net-worth investor,2,01/01/2019,Propel Capital IV,2,4cfeb56d62ffc527c45e200eed22d4b34342ae6da8baf29a5f4b18f2bcd7d6c9,12/09/2024
13346-29,40385-44,San Diego City Employees' Retirement System,"San Diego, CA",Public Pension Fund,1,09/20/2024,KKR Diversified Core Infrastructure Master Fund,354,b4a59aa6db01a01c614d6238b6a293f32ad1311c78578557a07b54a571f17f18,12/09/2024
434086-66,167210-38,Krister Sundling,"Stockholm, Sweden",High-net-worth investor,1,06/01/2017,Propel Capital III,1,109ba2a1a00fe705ff73d2fb6b2fdd4340ebfaa0050891eed087a276ec19eb70,12/09/2024
54106-66,40385-44,San Diego City Employees' Retirement System,"San Diego, CA",Public Pension Fund,,09/20/2024,KKR Diversified Core Infrastructure Master Fund,354,56829c6a023dbf0777c1bb5da77e2cd74954477bf717a56717afab202fe0e9a6,12/09/2024
154279-90,399720-79,Invest-NL (Investment Company),"Amsterdam, Netherlands",Corporation,1,12/31/2024,Photonventures Fund,19,5d5300b718c2164b2544ba25343693a7f11b1cc8f73efc7e1e297a4c27692870,12/09/2024
62349-85,40385-44,San Diego City Employees' Retirement System,"San Diego, CA",Public Pension Fund,2,09/20/2024,KKR Diversified Core Infrastructure Master Fund,354,5aa3a8840393a55cdeb24f1d0ff1247266e56734561fd7514a7c7418b7d0ea8b,12/09/2024
98785-45,399720-79,Invest-NL (Investment Company),"Amsterdam, Netherlands",Corporation,2,12/31/2024,Photonventures Fund,19,aa5191903a908ec63f3010338da282151efd3588b39dc994aa64bbe5b0ad1b8b,12/09/2024
225318-25,40385-44,San Diego City Employees' Retirement System,"San Diego, CA",Public Pension Fund,8,09/20/2024,KKR Diversified Core Infrastructure Master Fund,354,8d725f1c6e1a153902743781529b319028263594cbf48e0c030e9fa97e7aaf92,12/09/2024
64360-90,399720-79,Invest-NL (Investment Company),"Amsterdam, Netherlands",Corporation,2,12/31/2024,Photonventures Fund,19,21c33eb7561b2951681f9d1893e98ae8afe7b3607f4dd675e34d0567bf45c23b,12/09/2024
119364-49,65137-15,William Stucki Hansen Foundation,"Sewickley, PA",Foundation,1,12/31/2022,Hirtle Callaghan Private Equity Fund 2022,10,510fe7ae22c0f2564d2ed52fe5bee34a513b2f7ede02bd9342e6e56e003b7784,12/09/2024
11566-36,399720-79,Invest-NL (Investment Company),"Amsterdam, Netherlands",Corporation,,12/31/2024,Photonventures Fund,19,356a1e7e7071ddea7d36fe318c0d0179a568fbb60ef2ff6edacf74f77952413e,12/09/2024
264942-46,53227-81,Find Us Faithful Foundation,"Parker, CO",Foundation,1,01/01/2022,Sovereign's Capital II,22,a45ba54ed2daf0f00268b6ef804aad6b032abed0b89184368a79358836fd6d3f,12/09/2024
10877-86,11435-95,Parish Capital Advisors,"Chapel Hill, NC",Fund of Funds,,07/30/2015,Foundry Venture Capital 2016,35,416861fa263a2e54f8539488a86dcc700f65bbf375ae2adc78129e870e633025,12/09/2024
439902-37,53227-81,Find Us Faithful Foundation,"Parker, CO",Foundation,1,01/01/2022,Sovereign's Capital II,22,dff9e706a4fafd4d01466d21402678c1d74cb3eda51c3ebee46608f45532fb41,12/09/2024
11226-61,433955-35,Reginald Love,"Washington, DC",High-net-worth investor,1,05/11/2020,KB Partners Myriad Opportunity Fund 2,1,b8635042e4e89d0ed0628eca6a15307a93e436ad90d43a55257c10822bef9a82,12/09/2024
10052-11,11556-01,Central Michigan University Endowment,"Mount Pleasant, MI",Endowment,3,01/17/2023,Alidade Capital Fund V,38,e3b6ba86767df6b2bad18dae8497ee410ca700559e13d3f5f29c61c77c1e8865,12/09/2024
53992-27,56054-53,Ubisoft Entertainment,"Saint-Mande, France",Corporation,2,05/06/2022,White Star Capital Digital Asset Fund II,3,3c319c42fd4b9e75dac89245598c4f4434eddf01370528292de746a18bbcf146,12/09/2024
10074-61,11556-01,Central Michigan University Endowment,"Mount Pleasant, MI",Endowment,1,01/17/2023,Alidade Capital Fund V,38,8d425983c2a7afcf688bfbdf8746b5b9693f9b7c1d4455fe45f5e39819b70f9d,12/09/2024
11233-27,467825-50,ICBC-AXA Life Insurance,"Shanghai, China",Insurance Company,1,12/14/2021,Lilly Asia Ventures RMB Fund V,8,ed6aa58f819ad8aa962fb9f1c73e37f2b1ea776444766bcab643892a42cc0b08,12/09/2024
11303-02,11556-01,Central Michigan University Endowment,"Mount Pleasant, MI",Endowment,4,01/17/2023,Alidade Capital Fund V,38,532b8da0895a902b440c8bd5e6d9f065de9efc11f6801dcda7415c06178046c9,12/09/2024
11263-42,54287-65,Stonetree Capital Advisors,"Boca Raton, FL",Fund of Funds,3,08/29/2018,First Analysis Fund XII,41,72044cc9ab437f14b61fb0bc4814f717161407ce8136173e84c80f84815410e0,12/09/2024
10768-06,53165-26,Croucher Foundation,"Hong Kong, Hong Kong",Foundation,1,12/31/2022,HighVista Venture Capital IV,65,0419f24f4a35553ba69003432be62d17fa7331066acb304b4eb6a052c6311376,12/09/2024
10525-33,65185-39,Levine-Sklut Family Foundation,"Charlotte, NC",Foundation,1,10/17/2011,Landmark Real Assets Fund 1,6,1bce28742a76f31ec314e1c391b98b0f32985f1eced22f8bbb55fa509da7e607,12/09/2024
11185-21,53165-26,Croucher Foundation,"Hong Kong, Hong Kong",Foundation,3,12/31/2022,HighVista Venture Capital IV,65,02301f35ee052a9253d1a58771984e2bec91fb280d4900a5caff824f5b37107d,12/09/2024
11248-93,53273-80,Wyomissing Foundation,"Wyomissing, PA",Foundation,1,01/05/2018,Greenspring Opportunities V,8,c9ac1e9af5aeb68062b017319fc20f94944cce6df925eb3bda4635708d4470bb,12/09/2024
11295-73,53165-26,Croucher Foundation,"Hong Kong, Hong Kong",Foundation,2,12/31/2022,HighVista Venture Capital IV,65,7e4a6dfa8b53b13a101ca36111e294e8e0666076c7ac7c2bc1566eb78b6cd19b,12/09/2024
11204-11,65274-13,Qwest Retiree and Inactive Health Plan,"Monroe, LA",Corporate Pension,6,04/27/2007,Goldman Sachs Vintage Fund IV,60,6c19a07080289557cceaf25e8e624f953ba1bfd99485a2c786d9e0c5a71c1735,12/09/2024
11321-29,53165-26,Croucher Foundation,"Hong Kong, Hong Kong",Foundation,2,12/31/2022,HighVista Venture Capital IV,65,3e8fec59b55e71b692fa35145cd102ebe5fea99d7ef0cdbbf2d30f37ee728361,12/09/2024
10331-11,65274-13,Qwest Retiree and Inactive Health Plan,"Monroe, LA",Corporate Pension,2,04/27/2007,Goldman Sachs Vintage Fund IV,60,88bbc121853444f051e323f2af4899a8f210d5091a9e775e6cbbb8661f9855f0,12/09/2024
42336-37,53165-26,Croucher Foundation,"Hong Kong, Hong Kong",Foundation,1,12/31/2022,HighVista Venture Capital IV,65,6414c1bb1aee9323be77a8d0d8062b3824a9f26340a933f6016070c27e4165d9,12/09/2024
51971-95,65348-20,Hitz Foundation,"Palo Alto, CA",Foundation,1,01/18/2023,Blackstone Strategic Partners Secondaries IX,18,734d1e94f0cc2b251d401f605d8fea35514d93c76adbee4de987fb8a88cb82a4,12/09/2024
168353-29,54038-62,Bank of Palestine,"Ramallah, Palestine",Banking Institution,1,06/30/2024,Ibtikar Fund II,2,191b7f4f1dbc46db76cd6e2af41ec6a0a9b86c1f28a44800c818771b0db9de9e,12/09/2024
11593-00,65348-20,Hitz Foundation,"Palo Alto, CA",Foundation,5,01/18/2023,Blackstone Strategic Partners Secondaries IX,18,34999ede66ab21cea6569bf30a9d73d965457fe44eef370a38631a42d46088f3,12/09/2024
10198-36,13433-95,Proparco,"Paris, France",Fund of Funds,2,11/07/2024,Lighthouse India Fund IV,103,bfe7f1fead1746cb6cf9bc3d8d96c91a9a9f346c041a93c0a03cbeef22d43ec3,12/12/2024
11581-75,65348-20,Hitz Foundation,"Palo Alto, CA",Foundation,1,01/18/2023,Blackstone Strategic Partners Secondaries IX,18,fdffb6fd757837aecb24fe32338e45c4fb7f62913a56e93c173d5a800224f24f,12/09/2024
11172-52,13433-95,Proparco,"Paris, France",Fund of Funds,,11/07/2024,Lighthouse India Fund IV,103,cbf232a5eac6650d67fc2531933f4a52e8314d65eba5dfed9a23423ba236c7e9,12/12/2024
230952-52,12015-82,Kokusai Kogyo Company,"Tokyo, Japan",Corporation,1,03/16/2022,Chiba Dojo Drone Fund III,1,e0f5a0d011d2676b626d97c94f0a07293fbfcb1f2af42207458bb1633ba7677a,12/09/2024
11298-79,13433-95,Proparco,"Paris, France",Fund of Funds,1,11/07/2024,Lighthouse India Fund IV,103,8f71f40f12da030e876721e5e8eb173fa297fa658055359fdcd17e8aeccc09e5,12/12/2024
230952-52,168398-56,Nakashima Propeller,"Okayama, Japan",Corporation,1,03/16/2022,Chiba Dojo Drone Fund III,1,749abc08e3d0ce3092d88ef181a244de06be9806a5fa0707524dc79a7d775b9b,12/09/2024
11524-42,13433-95,Proparco,"Paris, France",Fund of Funds,2,11/07/2024,Lighthouse India Fund IV,103,ac80aa54891f0ebbc137f99d5ae32fd0f1704b136ce7a038c7932a14e59d841c,12/12/2024
11242-54,52526-35,Pactiv Retirement Plan,"Lake Forest, IL",Corporate Pension,,,,,0c52ab58ebb145333cf0b4ed121f564dd028363b03f2a41ed2ba95fbdacdd075,12/09/2024
56267-92,13433-95,Proparco,"Paris, France",Fund of Funds,3,11/07/2024,Lighthouse India Fund IV,103,9663f7a6590890a2a6363a809fdd6f0cc795fbf63ea1b7796b14f7f7d48b5213,12/12/2024
124582-33,122199-67,Paul G. Allen Family Foundation,"Seattle, WA",Foundation,1,,Carval Contingent Credit Fund,3,55ab0cc7bc0991696d92f7fdfc8146b2286abc17acd579b7eff0c0a0623c9c1b,12/09/2024
60517-90,13433-95,Proparco,"Paris, France",Fund of Funds,1,11/07/2024,Lighthouse India Fund IV,103,4ca02bf27144659de4199f1374bffd4fd0e9eeadc72d375bb613d39983948bd5,12/12/2024
495597-25,167365-45,Niall Ferguson,"Stanford, CA",High-net-worth investor,1,01/01/2022,17 Sigma Capital Partners,2,ee820d299d6240dde146dc2e7de173325077c782fc830b7fb5322cad999aee6e,12/09/2024
125027-02,13433-95,Proparco,"Paris, France",Fund of Funds,1,11/07/2024,Lighthouse India Fund IV,103,d1d2717eea50e324e9506fb26cd90db64fce27bb8539cc56bcf321a95d71d0e7,12/12/2024
222304-15,58983-40,Ascension Health Master Pension Trust,"Saint Louis, MO",Corporate Pension,1,12/31/2022,Garrison MPT Co-Investment Fund,209,25f2f3a8b451c6a90985c1419b5c4a59c809aa3984e9f22af7468c0f158de8d6,12/09/2024
13346-29,466630-03,Kaena Foundation,"Minneapolis, MN",Foundation,1,01/01/2023,Impact America Fund III,45,71bd970b0f336fc511128586e7252b90a6c496a90770f9773f0efdb53f3161ab,12/09/2024
168471-82,58983-40,Ascension Health Master Pension Trust,"Saint Louis, MO",Corporate Pension,3,12/31/2022,Garrison MPT Co-Investment Fund,209,a71ffdf6162682aab4e1838db6cf98f9a56e92c4f5f82a3166fb06d35e25fc65,12/09/2024
483901-48,466630-03,Kaena Foundation,"Minneapolis, MN",Foundation,1,01/01/2023,Impact America Fund III,45,fbcf194fa75ea7b8b45d2512ca293e1d1c465fbb5415b30568e55c38a3bb0d76,12/09/2024
154279-90,58983-40,Ascension Health Master Pension Trust,"Saint Louis, MO",Corporate Pension,1,12/31/2022,Garrison MPT Co-Investment Fund,209,2091f58c1a2924216e7775efe5c1895eed60be3c17bef5b3a4e461943900f416,12/09/2024
10014-49,58523-23,American International Group Retirement Plan,"New York, NY",Corporate Pension,1,12/31/2021,Barings North American Private Loan Fund II,123,fb8f54f609cb9671c494483c288d2238da9d20192e1444d56b019f680ad060ae,12/09/2024
150732-01,58983-40,Ascension Health Master Pension Trust,"Saint Louis, MO",Corporate Pension,1,12/31/2022,Garrison MPT Co-Investment Fund,209,b18cee97200883473aad9cc8b493abd57aa5422c0503e26a6499da4f8c6c9e63,12/09/2024
10015-12,58523-23,American International Group Retirement Plan,"New York, NY",Corporate Pension,4,12/31/2021,Barings North American Private Loan Fund II,123,ecfcf9905b522a1f8778de88212588a74d2f54eb06c12574596b1773a2c3b2f7,12/09/2024
97548-85,58983-40,Ascension Health Master Pension Trust,"Saint Louis, MO",Corporate Pension,2,12/31/2022,Garrison MPT Co-Investment Fund,209,1c6371a8214b9f664878ded692914fefbe6c1ed3341c5e0206e1f910126c5957,12/09/2024
10051-21,58523-23,American International Group Retirement Plan,"New York, NY",Corporate Pension,2,12/31/2021,Barings North American Private Loan Fund II,123,9253f797005b660b31081163c4b7e72d57e050c15c4b6aa0a75f5b99c71443df,12/09/2024
59162-14,58983-40,Ascension Health Master Pension Trust,"Saint Louis, MO",Corporate Pension,2,12/31/2022,Garrison MPT Co-Investment Fund,209,de024edf27cd4e7a14a380da8b4ae2a38a2052543fb82f9ea8eb4b1f582404ca,12/09/2024
10198-36,22527-73,Norfund,"Oslo, Norway",Economic Development Agency,,11/18/2024,Openspace Ventures IV,160,2a7a2268edf5a40bcd6a12d71ccbc3d443e771f023eccc8d124c0a0f4cc8bec2,12/11/2024
11227-60,58983-40,Ascension Health Master Pension Trust,"Saint Louis, MO",Corporate Pension,3,12/31/2022,Garrison MPT Co-Investment Fund,209,434554fe4abb8519192c098aabf4828b532d0dc05503667f6082657e496e41cf,12/09/2024
11298-79,22527-73,Norfund,"Oslo, Norway",Economic Development Agency,5,11/18/2024,Openspace Ventures IV,160,9ec397edc5fdfd7e2eda8c3d6decf902fa4a643cf5b3fcc759a5254d366eb90e,12/11/2024
10525-33,58983-40,Ascension Health Master Pension Trust,"Saint Louis, MO",Corporate Pension,1,12/31/2022,Garrison MPT Co-Investment Fund,209,63a56485f183d10da06ca86372beef028b1c27699a9a95109a04449e60398b42,12/09/2024
56269-81,22527-73,Norfund,"Oslo, Norway",Economic Development Agency,1,11/18/2024,Openspace Ventures IV,160,b4965acdc9ed98e772a5d0ec713befa68c89357578f1f39fa607feda985a13dd,12/11/2024
10150-21,58983-40,Ascension Health Master Pension Trust,"Saint Louis, MO",Corporate Pension,5,12/31/2022,Garrison MPT Co-Investment Fund,209,3dd6c491ce27982f96c6bec7cd33abd044bbc8d9bad7aadb555783344cda8065,12/09/2024
60323-86,22527-73,Norfund,"Oslo, Norway",Economic Development Agency,2,11/18/2024,Openspace Ventures IV,160,7c7617fa8ec83f3a1ece790f066a37c2d8b36660d21f1578d14750dc5c1039af,12/11/2024
54195-40,222950-35,Simon Nixon,"Saint Brelade, United Kingdom",High-net-worth investor,1,06/30/2016,Piton Capital Fund III,4,1b5dc706b4b575c62b3b7364c89fd7717143f7f574af15a864fd667cb18723f2,12/09/2024
61460-65,22527-73,Norfund,"Oslo, Norway",Economic Development Agency,6,11/18/2024,Openspace Ventures IV,160,42b1b5603b1a6414dee92edb3f357a51242cf1502fd255cd7ef8094317fed5ef,12/11/2024
222304-15,11896-84,Employees Retirement System of Texas,"Austin, TX",Public Pension Fund,2,10/29/2024,Quantum Energy Partners VIII,357,68c4a35bcfe3f3cb5c8e4021a10c0bdecfbb8237a77dc7d20194aa10a3ae4699,12/09/2024
125027-02,22527-73,Norfund,"Oslo, Norway",Economic Development Agency,1,11/18/2024,Openspace Ventures IV,160,dd7ebda192eb70bef5d317ab2617bdff9cf4ea55e99e7ad51591a6ab7a2e1909,12/11/2024
59162-14,11896-84,Employees Retirement System of Texas,"Austin, TX",Public Pension Fund,1,10/29/2024,Quantum Energy Partners VIII,357,d41fe930d70f33eb6e0817b8d9134a42f806d713d90282d870791156cd3ee4aa,12/09/2024
226809-01,22527-73,Norfund,"Oslo, Norway",Economic Development Agency,3,11/18/2024,Openspace Ventures IV,160,3e33a87f7f82bb76f1bf6a67e112fe7492a1819f31be9ab9cd8a3d7c939af832,12/11/2024
53424-46,11896-84,Employees Retirement System of Texas,"Austin, TX",Public Pension Fund,1,10/29/2024,Quantum Energy Partners VIII,357,7c41fc85e5f5f8f50a88eced17d1bc23783ccd712c17eb36f3b1921b819ae4b3,12/09/2024
234169-21,106114-06,Alexis Ohanian,"Palm Beach Gardens, FL",High-net-worth investor,1,01/25/2023,Kearny Jackson Fund 2,4,7f763d0858066ea28902a6d023cca54b201033d89081e214458082082f007035,12/09/2024
11263-51,11896-84,Employees Retirement System of Texas,"Austin, TX",Public Pension Fund,1,10/29/2024,Quantum Energy Partners VIII,357,24ffe96e54ccfc6b8ea841166f0c69b3a643a98f8df117749a9b17db5e65e26a,12/09/2024
10804-69,465932-26,David Belk Cannon Foundation,"Gastonia, NC",Foundation,1,05/21/2019,KFBSF Private Equity Fund IV,10,8ef143d12004922a98f3e78a842ba9aa8494f604529be23007a948b7065b03ca,12/09/2024
11217-34,11896-84,Employees Retirement System of Texas,"Austin, TX",Public Pension Fund,12,10/29/2024,Quantum Energy Partners VIII,357,1dc73366aa981f912720a96c2ecad24465f1ee9005db5e0d673b46b615cfdd02,12/09/2024
234169-21,156220-12,Divesh Makan,"San Francisco, CA",High-net-worth investor,1,01/25/2023,Kearny Jackson Fund 2,1,50be7daf0fabeccaf760f0ed304faed79fdb7e9f8d14d09cda2603f8a73fba37,12/09/2024
58222-18,123532-30,Richard Liu,China,High-net-worth investor,1,04/04/2023,Gaorong RMB Fund V,7,217ca7453cd6a0e4f779f6783e2d29f31194ec9aa353f0db831e8384df919ac4,12/09/2024
226809-01,58068-64,Baillie Gifford,"Edinburgh, United Kingdom",Money Management Firm,1,03/10/2022,Antler East Africa Fund,2,58bfa69d353274a97d1a31439b59c5c6c7e8c0e634dc50a3e8ef35474d2f01c2,12/09/2024
10525-33,126345-88,Luzerne County Employees' Retirement System,"Wilkes Barre, PA",Public Pension Fund,1,,Hudson Bay Master Fund,4,cc813593ccc3357ddde1f4c0b27a39f47cf3197774eb217fa5dece66581c4041,12/09/2024
10015-12,61870-69,Kapan Pensioner,"Sundsvall, Sweden",Public Pension Fund,5,10/07/2024,Harrison Street Real Estate Partners IX,92,e54ea6d4620f295efee1e0de9abb66d9e8254f290d6381b45d42d43339451a89,12/09/2024
51006-88,120974-68,Andrew Wang,"San Francisco, CA",High-net-worth investor,,,,,160766ebb05ff8009ca1f94d37db8a4439609af4c4b61bcd88da65a801037c16,12/09/2024
10071-01,61870-69,Kapan Pensioner,"Sundsvall, Sweden",Public Pension Fund,1,10/07/2024,Harrison Street Real Estate Partners IX,92,1f5afdb76e1cf7b244a439b0a04654779c3f0c09799ba84b68856ee4aea1fa73,12/09/2024
51006-88,399056-32,Southeast Group,"Bangkok, Thailand",Insurance Company,,,,,373017ae223953f51d3046ac1a615ef6b8022a6ab2567d5f2b6f87b47616ad1f,12/09/2024
10074-61,61870-69,Kapan Pensioner,"Sundsvall, Sweden",Public Pension Fund,2,10/07/2024,Harrison Street Real Estate Partners IX,92,51007a104ed9edb9c693e024e76d7a28a046fab66de701a053890bcbd2771635,12/09/2024
11204-11,481529-89,Hao Family Foundation,"San Francisco, CA",Foundation,2,12/31/2021,Turner-Agassi Education Facilities Fund III,4,0b793b95472b2e3b24afc6e05687dd70d253eed6e6acf6021392bac84a45d359,12/09/2024
10768-06,61870-69,Kapan Pensioner,"Sundsvall, Sweden",Public Pension Fund,3,10/07/2024,Harrison Street Real Estate Partners IX,92,54f2eda0d6ef1b136a804419581e00c441e395e815e0815eb3d7feb4c099be82,12/09/2024
56166-22,481530-61,Hastings Foundation,"Pittsburgh, PA",Foundation,1,01/01/2022,Banco Santander Fund,4,9d1204dafdf8fe0660dd4f69213e1cfe1e7f42391e88168b55ca40fd740cbd3b,12/09/2024
57388-87,61870-69,Kapan Pensioner,"Sundsvall, Sweden",Public Pension Fund,1,10/07/2024,Harrison Street Real Estate Partners IX,92,8eaf24a58c8c8928f6ed3cd64051ac69e96476e0c10c9fcd5538e1cfb7d7febd,12/09/2024
11233-27,165177-55,Xiamen Faratronic Company,"Xiamen, China",Corporation,1,11/21/2020,Legend Capital Shenghao Fund,1,dd4f58bea1d55cfe9b8f6b5f9d1f6b87d4c7d8d7dd1c2080f37b356183dccde8,12/09/2024
11318-86,12414-88,United States Small Business Administration,"Washington, DC",Government Agency,1,02/16/2024,Accrual SBIC Fund,12,aa65d020098baa44be972fd9c0daf8c8b5ebdde4b6adb594b0985a97f8beb605,12/09/2024
10278-19,65271-52,Allstate Plans' Master Trust,"Northbrook, IL",Corporate Pension,1,12/31/2012,KTR Industrial Fund II,115,87805d618699a0f350ba4656f7300a755116f238debcf011ccd014caf114207a,12/09/2024
10052-20,166406-05,General Motors Hourly-Rate Employees Pension Plan,"Detroit, MI",Corporate Pension,3,01/01/2021,Summit Partners Reinvestment Fund,30,a39e6f46737f7e57f836565368349c3f3d32509ad375af179a5ae13c3be51de7,12/09/2024
439547-77,65273-68,Employees' Retirement Plan of Duke University,"Durham, NC",Corporate Pension,1,10/24/2024,General Catalyst Group - Creation,680,46d96614ec08fe991de08833cca6eac158b0e755391652c915103c016691d379,12/14/2024
11303-02,166406-05,General Motors Hourly-Rate Employees Pension Plan,"Detroit, MI",Corporate Pension,1,01/01/2021,Summit Partners Reinvestment Fund,30,c6f8e206562d466dc8b67960eeec66d17d8d72aa66a614fe7acc5c0f9fad3c91,12/09/2024
437897-08,65273-68,Employees' Retirement Plan of Duke University,"Durham, NC",Corporate Pension,3,10/24/2024,General Catalyst Group - Creation,680,d33d37ed98041497a84009b0f7394f349d18b89f410fe2c817d3ec5b93184773,12/14/2024
11320-66,166406-05,General Motors Hourly-Rate Employees Pension Plan,"Detroit, MI",Corporate Pension,1,01/01/2021,Summit Partners Reinvestment Fund,30,c5ee826ce1c112827de8d270662d503043d1a946972d74d132b41a1a273e5a74,12/09/2024
268764-04,65273-68,Employees' Retirement Plan of Duke University,"Durham, NC",Corporate Pension,4,10/24/2024,General Catalyst Group - Creation,680,739c98d2fbf8788e9db2c25b23d199db413eec67ebada8582a44c2a640c372e7,12/14/2024
11326-33,166406-05,General Motors Hourly-Rate Employees Pension Plan,"Detroit, MI",Corporate Pension,1,01/01/2021,Summit Partners Reinvestment Fund,30,5925b8c732c446870869e797d690b3bdf5bca87591f2e14fcf1f2bc9f2a5da1f,12/09/2024
266110-03,65273-68,Employees' Retirement Plan of Duke University,"Durham, NC",Corporate Pension,2,10/24/2024,General Catalyst Group - Creation,680,cb0646a7f90359ab8b24c0f3a62f801a0598ce3a15fb7de80dc7952f526a718d,12/14/2024
41716-90,166406-05,General Motors Hourly-Rate Employees Pension Plan,"Detroit, MI",Corporate Pension,1,01/01/2021,Summit Partners Reinvestment Fund,30,7c235e072414278bf7dbb01950b09b99a5446d0ad41fb7db5ba0ce73b27e6770,12/09/2024
233744-05,65273-68,Employees' Retirement Plan of Duke University,"Durham, NC",Corporate Pension,1,10/24/2024,General Catalyst Group - Creation,680,45d0e7eef9ed8c724cecdd3f13bc27bbad5a1568a10cbb6d5ec8f2c1eb5b07ff,12/14/2024
53906-41,166406-05,General Motors Hourly-Rate Employees Pension Plan,"Detroit, MI",Corporate Pension,1,01/01/2021,Summit Partners Reinvestment Fund,30,cd85ac57444ca61b400715a2f50ec124c2340096c55451afc93871b84966b93b,12/09/2024
167913-64,65273-68,Employees' Retirement Plan of Duke University,"Durham, NC",Corporate Pension,2,10/24/2024,General Catalyst Group - Creation,680,7205c313074fced2ec5b7f475c9132015fed75bce9a5a9f0648963308fc7db50,12/14/2024
10046-80,10410-67,Kensington Capital Partners,"Toronto, Canada",Fund of Funds,1,02/22/2024,Golden Venture Partners Fund V,50,1d34d3fbe6e9aa0839a84d6e4b30b6b05e87275f459a3033a06c0f0dfd5851f7,12/09/2024
89936-74,65273-68,Employees' Retirement Plan of Duke University,"Durham, NC",Corporate Pension,12,10/24/2024,General Catalyst Group - Creation,680,b8ed52406920c32f6534a8c3d5976a2131ffe8285013a2398c0eb17fa39fc45d,12/14/2024
11184-49,10410-67,Kensington Capital Partners,"Toronto, Canada",Fund of Funds,,02/22/2024,Golden Venture Partners Fund V,50,db0a61ab6c88399648803e72b5a304cd843a34f6d0ba3209374cbc3ad56b51e4,12/09/2024
87534-82,65273-68,Employees' Retirement Plan of Duke University,"Durham, NC",Corporate Pension,4,10/24/2024,General Catalyst Group - Creation,680,7225a1b60730a818ed7634bdf39d08196252992b7d35422b6ae207f7f41861a0,12/14/2024
52773-04,10410-67,Kensington Capital Partners,"Toronto, Canada",Fund of Funds,3,02/22/2024,Golden Venture Partners Fund V,50,136b56f043bfc37458bb50ac61a38cb1349929776953e72005ba3099d1aa04b6,12/09/2024
64182-25,65273-68,Employees' Retirement Plan of Duke University,"Durham, NC",Corporate Pension,6,10/24/2024,General Catalyst Group - Creation,680,07b0f74f3c1b5e01f959dbb5d2283e8ebffc54594c5f9cc300f599dc39ddcfa9,12/14/2024
