FundID,LimitedPartnerID,LimitedPartnerName,LimitedPartnerType,CommitmentStatus,Commitment,CommitmentDate,CommitmentType,Comments,RowID,LastUpdated
16326-19F,48155-32,Hudson Pacific Properties,Real Estate Investment Company,Current,,07/17/2019,Original,,3c34730f5bd7d06a1d210c72d90b6539cddecbcd2b0bf71dd0320635b37780a6,12/09/2024
13041-19F,49309-12,Investissement Québec,Government Agency,Current,,02/01/2008,Original,,3a365252205f314c55cc6fcdda29cf60179bbb797808b12e445ae90d5ae84974,12/09/2024
17607-34F,50902-57,Connection Capital,Investment Advisor,Current,,07/01/2021,Original,,9ea36dd3b0641b20ae41c473f30b8c011a5ef454162a44ad1e5f092e85730481,12/09/2024
13391-83F,50946-04,Mandatum Life,Insurance Company,Current,,11/28/2011,Original,,bc33fa530ebfab6531993572952f588ca26fab298bb41cfebbb2cc7de7981b01,12/09/2024
13474-72F,51006-88,500 Global,Direct Investment,Current,,12/01/2011,Original,,4cf4298e4164d23590e6bdb6551d4581d974a26c51db41b452fc8e992de00185,12/09/2024
13474-81F,51006-88,500 Global,Direct Investment,Current,,08/14/2013,Original,,0d8228e16a05fcb0b2172bf59c02e0fd07242829d670d4667356f70010a7b701,12/09/2024
13803-22F,51006-88,500 Global,Direct Investment,Current,,09/04/2015,Original,,ee20d9f2343cfccda3393107fd26ac78435d63fb48e7474c6c638cfc760b1b61,12/09/2024
15235-84F,51006-88,500 Global,Direct Investment,Current,,06/30/2018,Original,,caa9c1ccc6d478b989542e5aea311f5d995d74df7a895ed709f6bc80d4f637d8,12/09/2024
13189-51F,51064-57,Black Sea Trade and Development Bank,Banking Institution,Current,,12/31/2001,Original,,477e24852a3ad30864c1fb514c2a21c19717f4a87a50099732aa5529144b4c98,12/09/2024
13103-92F,51145-66,San Mateo County Employees' Retirement Association,Public Pension Fund,Current,8.00,02/01/2012,Original,,7f22a6a2a068f90a095f5f7c353ccb343c23ae800b83769aac01461495b73eaa,12/09/2024
12415-33F,51278-95,ACP Investment Group,Secondary LP,Current,,01/01/1999,Original,,d6cc4363c5ff7d5ff0ba067411059e87b111245b19fad8decc2a0c7c98d4f451,12/09/2024
16484-05F,51322-15,Mapfre,Insurance Company,Current,,11/22/2018,Original,,fd8d4283e196702bff9859fc0c74608c24f5b3010ef11e1827cd5e0f5fc9ba14,12/09/2024
16573-33F,51337-99,New York City Police Pension Fund,Public Pension Fund,Current,7.50,06/17/2020,Original,,0e62fded8933532ac05d3ad0b9c9ef3cf6f2dfb516eef070e8f94fb63c2ece62,12/09/2024
16573-33F,51338-08,Teachers' Retirement System of the City of New York,Public Pension Fund,Current,24.00,06/17/2020,Original,,00c99eb39428e20b4a3440491349fe037a6ba5bf7fcd4bd3de844773ff2ecdeb,12/09/2024
16813-90F,51365-62,European Union,Government Agency,Current,,02/15/2019,Original,,87e7182e3073d3c9425a77df94aa242df82143d79b40cea46d89bd585d81074d,12/09/2024
11144-89F,51408-10,Quartilium,Fund of Funds,Former,,01/01/2000,Original,,10d3a3a230fa1a27cb8e1b6a5b5e3e6a0010d9ce551fc3ce1e20f1a7f46b5543,12/09/2024
11186-65F,51408-10,Quartilium,Fund of Funds,Former,,01/01/2005,Original,,7a30b7a3df2af05345e3ba0e020f77d661edbd3933f9175bb370ee077723bbde,12/09/2024
12949-03F,51408-10,Quartilium,Fund of Funds,Former,,04/05/2011,Original,,046bc7de6f14201a71c12a873369d932830a42ad89a04c5b2efce8fd420c98ef,12/09/2024
16925-95F,51464-89,Moorfield Group,Real Estate Investment Company,Current,,02/28/2022,Original,,46e4d5e02317ad45984f7d80ec15e9da1f6a19235984660dc31b39ec280a54f0,12/09/2024
11628-64F,51512-86,Environment Agency Pension Fund,Public Pension Fund,Current,6.29,03/23/2012,Original,,b1f4a393efa40ff9035c70c5c48d448dadcc08ba259f01710cd1d5e04b2c9467,12/09/2024
14127-40F,51512-86,Environment Agency Pension Fund,Public Pension Fund,Current,5.54,12/31/2006,Original,,9e30cf9b17295f7fd1d866c1459a1fe54764dc9dd5a74c973475330ed3d5534e,12/09/2024
13425-40F,51513-67,Hampshire Pension Fund,Public Pension Fund,Current,7.91,09/11/2013,Original,,73fb32a13e0afc516514e76f6cd62175401227ab064f2510d534c6fcecc76e6f,12/09/2024
15713-29F,51513-67,Hampshire Pension Fund,Public Pension Fund,Current,8.40,09/05/2016,Original,,0d6ea77fb5dfc22e0aafe23da6b7c670d1a5482c5bb6d46a931cf3293581ea51,12/09/2024
16523-29F,51513-67,Hampshire Pension Fund,Public Pension Fund,Current,5.00,04/30/2019,Original,,a2830ab3fd75aef6f2866fbb77a38a436ca67ad91afb76a162cd39108ac89362,12/09/2024
16925-95F,51527-62,Embassy Property Development,Real Estate Investment Company,Current,,05/13/2021,Original,,558dc32978ef641f0fe5e9df543185876bbf28197cdd474d04c830740ba32185,12/09/2024
11190-16F,51615-10,Partners Group Private Equity Performance Holding,Fund of Funds,Former,0.04,12/31/2001,Secondary,,aaa7e5022496e626c9d0c9e83913aea348b9a1bc11bf229ef04f32247fdf1dd7,12/09/2024
11190-16F,51615-10,Partners Group Private Equity Performance Holding,Fund of Funds,Former,9.79,12/31/2001,Original,,842c43e5612e7807f404efe980b9e8f5ba9df408969aebaa4e9ba6fb6de9abdd,12/09/2024
11597-59F,51615-10,Partners Group Private Equity Performance Holding,Fund of Funds,Current,1.21,11/27/2007,Original,,7692d9a448847c195cd93a541800b6b28576510473d1d9684faa0b343c970b12,12/09/2024
12488-41F,51615-10,Partners Group Private Equity Performance Holding,Fund of Funds,Former,0.44,03/03/2009,Original,,fe374521ca753f39b179e2625b95359278dc93a749b70b4636a70d413b5f17c4,12/09/2024
11032-12F,51621-31,Absolute Private Equity,Fund of Funds,Former,8.00,01/01/2001,Original,,f1b2df2f45dc18218ee0eb63512bd59a865ee35dbc098ac44ca7699551a944f7,12/10/2024
16261-93F,51639-67,Kapor Capital,Direct Investment,Current,,12/05/2019,Original,,13b8f3f1c17bc9c9e33bb66b2e98ff258e06866ee7d4e5ef6c2cdffcbdc55282,12/09/2024
11579-32F,51665-50,The Skoll Foundation,Foundation,Former,,07/19/2007,Original,,422b0f394a54ffd97f550c33bbfd6535f5fb8a68df5be9f8d00b9a56bf5f7291,12/09/2024
11588-14F,51665-50,The Skoll Foundation,Foundation,Current,,12/03/2007,Original,,d26e47f880164499cb8d47ac01de588aa8ff4de1c17da0497c053b360a4a28e7,12/09/2024
11171-89F,51682-96,Amitim Pension Funds,Corporate Pension,Current,,01/01/2006,Original,,ec918e181077a9e7e779253994c10b4216f3abfe453f92fa33d8c2e0b39985ab,12/09/2024
16239-97F,51682-96,Amitim Pension Funds,Corporate Pension,Current,,06/21/2019,Original,,956cc03de4990e3649376be09c85b2d3f550b429a3e35b1184634cd8f15242c6,12/09/2024
18996-22F,51691-87,Gray Ghost Ventures,Investment Advisor,,,04/27/2021,Original,,d4192c8c185389eeb30271f4a9a01238a68fb7223a79e1068e577c99b038e75a,12/09/2024
16592-86F,51782-77,The Police & Fire Retirement System of the City of Detroit,Public Pension Fund,Former,,12/31/2019,Original,,854d67a36e4a99885803911710e7334fcb9499dd527b6f03edc2488f45e2a0fb,12/09/2024
20795-59F,51950-26,Geller Advisors,Investment Advisor,Current,,10/15/2021,Original,,dd8076157ccaa0601c4add158b39e10a389b17f6cb75bceea39bccbac75681ef,12/09/2024
16296-40F,51956-47,Brandywine Trust Company,Family Office (Multi),Former,,11/07/2018,Original,,8bec470225c43a5698d644273351ca16ffcaaa4886beaf7001e93543fee3f401,12/09/2024
16357-78F,51964-57,Alvarium Tiedemann,Wealth Management Firm,Current,,12/06/2019,Original,,11423aa7da1c269e171f8f329cdd8da3525c587e4aafa03f13951de24dfbcb73,12/09/2024
22287-34F,51970-69,Alchemy Ventures,Direct Investment,Current,,05/26/2023,Original,,83508f91137c3560cfba7924a6b78044942b35871fdc57f1f88b682786ca08a2,12/09/2024
17436-34F,51982-48,The Caprock Group,Family Office (Multi),Current,,01/27/2022,Original,,f90e61fc96588c2d6a76b7ac77b3716e410d791b688e614eb3766c8bc0de2d11,12/09/2024
12975-85F,52040-44,Claremont McKenna College Endowment,Endowment,Current,,01/25/2011,Original,,7db5e21edc69358c569d7e162c82d113f31678cc76b8592431832de4ae1cbb51,12/09/2024
16261-93F,52048-18,Hampton University Endowment,Endowment,Current,,12/05/2019,Original,,f2b95376e497b343183d98427e0f85d042dffb7be55078399204e7eddd6afa64,12/09/2024
18375-04F,52048-18,Hampton University Endowment,Endowment,Current,,05/27/2021,Original,,e300b15c04efad5ef57b0d3f370583d6d548f3f24ab8253cbe29c9075ed7d80d,12/10/2024
14615-29F,52052-77,Kettering University Endowment,Endowment,Current,,02/16/2016,Original,,ffc7e3b9cde306b087120a9446620ec289ea1d7ab2b88a6ea3dae1948a779b58,12/09/2024
18269-38F,52071-22,Rutgers University Foundation,Foundation,Current,,03/31/2021,Original,,1b0b2100cc00fb659c97063e59b9bd3d9ace6711099ffdfa1222acdf211810f3,12/09/2024
18471-16F,52071-22,Rutgers University Foundation,Foundation,Current,,03/31/2021,Original,,973009cd905219283b5c535d940c8bd6226cba4727403f56c2992068b5d75832,12/09/2024
18681-13F,52071-22,Rutgers University Foundation,Foundation,Current,,03/01/2022,Original,,d6b8bce45684ff6576b7a1a0a0c838d13ff872de60534da7cc52289520fb10fa,12/09/2024
17708-32F,52085-08,The University of New Mexico Foundation,Endowment,Current,,12/31/2021,Original,,9cac141839e710f4a7e789350bbb61ba6d40af97f6a7ee47fc2acf7280559bd5,12/09/2024
17708-32F,52091-65,University System of New Hampshire Endownment,Endowment,Current,5.00,12/31/2021,Original,,1ab924078e23828bbe3efc104ea3765ecaf1a1b210b43ce125b03a6f1a7cc694,12/09/2024
11171-89F,52101-10,Migdal Insurance and Financial Holdings,Insurance Company,Current,,01/01/2006,Original,,086b24e55beff9194d3c33b293fe5a0d8d22486e3ec791a5e00e0c4f3e3368f1,12/09/2024
11575-99F,52101-10,Migdal Insurance and Financial Holdings,Insurance Company,Current,,04/01/2007,Original,,21d360f1ad111ab240385515db1fe7f6f534cbb5846123b3a6a42c45366b6575,12/09/2024
18170-38F,52101-10,Migdal Insurance and Financial Holdings,Insurance Company,Current,,11/20/2020,Original,,276b1332628ea478ea21988fead1bda0cd980a78c6889939cf910a8f24954863,12/10/2024
16342-03F,52120-00,Tencent Holdings,Corporation,Current,,07/09/2020,Original,,ebdcbd86ff2adec4e7d43910e70dff04e2041427a0af6bd255ef1b2d58319177,12/10/2024
18032-86F,52120-00,Tencent Holdings,Corporation,Current,,06/04/2021,Original,,0d6235ae8c7fbe609c6e84fb76b19c47f6e31c8cdc514aa3ad748d67fda292fb,12/09/2024
13598-11F,52135-03,New Jersey Economic Development Authority,Economic Development Agency,Current,2.50,01/15/2014,Original,,bcb5cec81b68f0b85f0befd7b9d0388220c930d7583ce56a62baca6d7a683806,12/10/2024
14526-19F,52135-93,Top Tier Capital Partners,Fund of Funds,Current,,04/16/2014,Original,,2c88927ef83807af396ebd551bce63d821fc4ff70edefb0187654b6ffd045d0b,12/09/2024
14084-38F,52288-39,Colorado Health Foundation,Foundation,Current,,11/11/2015,Original,,dedb9b61cb6362ddc2dbd7e2655fb8b4ee0c485e14e2524407613a23ff9db097,12/09/2024
15273-82F,52288-39,Colorado Health Foundation,Foundation,Current,,03/05/2017,Original,,3d940712cc4a6528ae806a10206f0cd17920714101b97cf5db319917c4d92736,12/09/2024
15756-94F,52314-76,Saudi Arabia's Public Investment Fund,Sovereign Wealth Fund,Current,45000.00,05/10/2018,Original,,bcfbe544b7574f3ffcb8e8de05047e5e6dd7bd2f228cf10e0fc4ae305f6575ad,12/09/2024
16332-94F,52314-76,Saudi Arabia's Public Investment Fund,Sovereign Wealth Fund,Current,,12/31/2019,Original,,502d2f4f9d3c5a22c998519d0ed56d0ac85f86cf4a0e4cf8da39910ecc8c5047,12/09/2024
13109-77F,52328-62,PREVI Plan 1,Public Pension Fund,Current,,09/01/2007,Original,,e95b3a3d1e4148592b80c80447c115aeb5fd75f416963fde39deec7f356439ea,12/09/2024
16925-95F,52387-30,Assura Group,Direct Investment,Current,,02/28/2022,Original,,7270767decb17af9f3150062ca4c1c29b0571af33614b0c544ee569e1ae84a4b,12/09/2024
11120-14F,52444-09,Allianz Life Insurance Company of North America,Insurance Company,Current,9.90,09/27/2001,Original,,f3af6f9cccad49c527f2a04f01ad4a070f6270f9446a27b7437b19ef9ceb13db,12/13/2024
13425-40F,52444-18,Allstate Insurance Company,Insurance Company,Current,21.90,04/26/2012,Original,,11d76d1f72b95990dc7eb844387bf3410fc617532368deb730c920f1496d0f16,12/09/2024
13425-40F,52444-27,Everlake,Insurance Company,Current,10.50,04/26/2012,Original,,c7e62a35fcd32f5ce59b081274436b1339887b9809d16655ade1f126b5688c7f,12/09/2024
13425-40F,52444-36,Allstate Life Insurance Company of New York,Insurance Company,Current,2.50,04/26/2012,Original,,13c0416a296878573ef3c4f89afc6992be9e89c1d08c7bc151010f85af819465,12/09/2024
13452-58F,52445-62,American General Life Insurance Company,Insurance Company,Current,25.10,02/27/2012,Original,,18f1c81a87270ef419cb770ad860428b78cb5bc087238c4047721f47d0c65b51,12/16/2024
13445-47F,52451-02,Blue Cross and Blue Shield of North Carolina,Insurance Company,Current,20.00,08/31/2012,Original,,9c19917c7f2d1776f2a1bc595e856e558ea22b185f8e2574ca5fd651d458b793,12/09/2024
13391-83F,52451-38,Blue Cross Blue Shield of Michigan,Insurance Company,Current,9.10,07/31/2011,Original,,30aaa2bde371169fd7f24d8ba701f7f645357456e37e5e219c4af2845757cf69,12/09/2024
13097-35F,52454-26,Commerce and Industry Insurance Company,Insurance Company,Former,1.70,12/12/1996,Original,,d7322d3cbd1f2abf6a48446dfc8b094846223cfda7a8d1f95be4a837a16b843c,12/09/2024
12040-75F,52456-96,Dorinco Reinsurance Company,Insurance Company,Current,5.00,03/12/2010,Original,,478589e3955855b9a303539410c9db88c57b09f36f7eb5242520cf5207294f55,12/09/2024
14146-39F,52456-96,Dorinco Reinsurance Company,Insurance Company,Current,5.00,05/07/2014,Original,,b22d30b5a1da25b8389a1b3af3e7f9a80ca6562c4c6ea1f3e7c87b4208c5b25b,12/09/2024
11190-16F,52457-86,Employers Insurance Company of Wausau,Insurance Company,Current,2.10,01/03/2001,Original,,74044cd18ad7fadc3d2d46523dfbd53c7221e4f9e130292b4be8f5db66d452a1,12/09/2024
11597-59F,52457-86,Employers Insurance Company of Wausau,Insurance Company,Current,3.54,04/16/2007,Original,,ab973b60504b5f41894278f8b3678d897aa9595879ad90fecfc6124612417c7f,12/09/2024
12427-39F,52457-86,Employers Insurance Company of Wausau,Insurance Company,Current,2.50,07/01/2010,Original,,42551abde500d79c6788b33ede49696892009bf09004feffbd2e90775bdda906,12/09/2024
12488-41F,52457-86,Employers Insurance Company of Wausau,Insurance Company,Current,1.35,06/29/2009,Original,,220fd3dd1bb7dfa5005dedc284b587319fede2ae603363f711a5658e423d84a2,12/09/2024
11120-14F,52460-47,Fireman's Fund Insurance Company,Insurance Company,Former,10.00,09/27/2001,Original,,f6f5199cdb16f4f0261db65f1962810ec7976a6c0df1fafbacf52f9e4c7bb102,12/13/2024
12975-85F,52461-37,General American Life Insurance Company,Insurance Company,Former,3.00,03/25/2010,Original,,7758c955a902d07e6a574af4c9b6428c92e0459ab8283b9d64270584f59d77da,12/09/2024
14203-00F,52461-37,General American Life Insurance Company,Insurance Company,Former,5.00,05/19/2014,Original,,7a4d0c2d02083ea2dc22a5849f90b3f4dce754341b4def5fc1a040ba6e1cd757,12/14/2024
16403-68F,52462-63,Great American Life Insurance,Insurance Company,Current,,03/26/2020,Original,,0f197b7b2cdd58de16a674bb927c33f6bb060238e8e6ea348e7a439d3a4434b1,12/09/2024
14615-29F,52463-17,Guardian Life Insurance Company of America,Insurance Company,Current,20.00,08/26/2014,Original,,dd354fa2020097520684ceca1f56f049b845acd180c9fb2affd8deb786f79d04,12/09/2024
15118-57F,52463-17,Guardian Life Insurance Company of America,Insurance Company,Current,17.50,06/16/2015,Original,,3712d58b152b8ca3d512f155a456aed52b70430d4865e837490360a8eac4f27e,12/14/2024
15327-19F,52463-17,Guardian Life Insurance Company of America,Insurance Company,Current,13.50,10/23/2015,Original,,55f4dc2c7ae8cae6303f65c274c58e982985870af7795b21e2fdde3aac4a21e2,12/13/2024
16100-47F,52463-17,Guardian Life Insurance Company of America,Insurance Company,Current,10.00,10/02/2017,Original,,ca7aae2372d5479328cebc3e5d854fcba58185800b2e4dcf9b4e10932da384d6,12/13/2024
16412-50F,52463-17,Guardian Life Insurance Company of America,Insurance Company,Current,10.00,08/17/2018,Original,,86226248478e25a663109a1033c5a17eb79e77d81388ebc2fc3a2cd890115061,12/09/2024
17684-02F,52463-17,Guardian Life Insurance Company of America,Insurance Company,Current,10.00,05/22/2020,Original,,d365be1067240991127d2fc637ed199dd42a976fab38bdbf40374865a129b301,12/09/2024
17866-18F,52463-17,Guardian Life Insurance Company of America,Insurance Company,Current,5.00,07/15/2020,Original,,c3e9b86e29ea6072a912bc11f18fee840110971e86398934b127ca08df08a59e,12/09/2024
18170-38F,52463-17,Guardian Life Insurance Company of America,Insurance Company,Current,3.00,11/20/2020,Original,,7b619b2d0f0163a47d6e35d06cac99313e6756159714e820f7cb924c6009aa31,12/10/2024
18655-48F,52463-17,Guardian Life Insurance Company of America,Insurance Company,Current,2.50,06/24/2021,Original,,f4146a962a494d3a2234795425e38d57eb1afe8b715d4c9fc7618802d6ceb61b,12/09/2024
19432-36F,52463-17,Guardian Life Insurance Company of America,Insurance Company,Current,8.50,08/12/2021,Original,,977e364bb916a475d67877d8cce597d57fb9d83d2d40b2a26949d3ba29172df0,12/09/2024
16031-08F,52463-98,Talcott Resolution Life,Insurance Company,Current,,07/18/2017,Original,,d703c809b776514972b09584ba06fb1bacbe6c14397dd1fbd6ca42066cb9ba85,12/09/2024
16621-03F,52466-41,Voya Retirement Insurance and Annuity Company,Insurance Company,Current,,12/31/2019,Original,,8c6d75208b6aaa2cced4ae8cb1f3854a8deb4d3b7b15945dbaaab02c0991896e,12/09/2024
12702-34F,52468-03,Lexington Insurance,Insurance Company,Current,11.50,10/03/2014,Original,,27b4114cef3feb3f460cbeb4548c216793f703f53f07ad938a456291f35859e2,12/09/2024
11190-16F,52468-12,Liberty Insurance Corporation,Insurance Company,Current,1.20,01/03/2001,Original,,91a053e2d1b03d1d7e1098752d9524e8cb6a5e18d8912b1813974ae965453f09,12/09/2024
11597-59F,52468-12,Liberty Insurance Corporation,Insurance Company,Current,1.00,04/16/2007,Original,,f24ca9ff0251887c99b1e767af8efb084e61f3f0f39ca7ce4a0a6abfc196f216,12/09/2024
11190-16F,52468-21,Lincoln Life Assurance Company of Boston,Insurance Company,Former,2.30,01/03/2001,Original,,c6ea3ced791775eb923468f2579367b2919134d6148c6b9480b01e5964ec54fe,12/09/2024
11597-59F,52468-21,Lincoln Life Assurance Company of Boston,Insurance Company,Former,3.75,04/16/2007,Original,,23f78f22e3f549782d0b1f008543c0dd5c1d30b165b82889cd59c68c61642ae2,12/09/2024
12488-41F,52468-21,Lincoln Life Assurance Company of Boston,Insurance Company,Former,0.50,06/29/2009,Original,,720fc63148615c1649f33fe08f1f37984a87840f3aa0f68c1098c12e3454ec5b,12/09/2024
11190-16F,52468-30,Liberty Mutual Fire Insurance Company,Insurance Company,Current,2.00,01/03/2001,Original,,df86c601622b2796acf702ab94c0c1dda93d57002db4dcef923d24cd75085708,12/09/2024
11597-59F,52468-30,Liberty Mutual Fire Insurance Company,Insurance Company,Current,2.09,04/16/2007,Original,,4ea01838a7d6757ebee1b2c1abccd5327b395fb9216fe92a778ccb2cb0e776d9,12/09/2024
12427-39F,52468-30,Liberty Mutual Fire Insurance Company,Insurance Company,Current,3.20,07/01/2010,Original,,88ebd556184bf3ba0aca28640799cc31194058366962fdb1ddbad836b74ecd25,12/09/2024
12488-41F,52468-30,Liberty Mutual Fire Insurance Company,Insurance Company,Current,1.70,06/29/2009,Original,,e4f6a6b1eac3883f88244bec7cd490d6a12eeea6be487f6c6d75373e0e702d7f,12/09/2024
12959-20F,52468-30,Liberty Mutual Fire Insurance Company,Insurance Company,Current,4.90,09/27/2011,Original,,2ac9aff8fe1846aa45576760c31fb8c9d2ca43daa9235dfaae3782918f1f33cb,12/09/2024
13002-40F,52468-30,Liberty Mutual Fire Insurance Company,Insurance Company,Current,5.10,06/28/2012,Original,,77acc1ca01405475e4008601cb5db91a815479aba01b5f18255be17c088a7843,12/09/2024
13012-30F,52468-30,Liberty Mutual Fire Insurance Company,Insurance Company,Current,1.00,05/27/2011,Original,,1456490b0baa493ca800a63e3fcb6af66d6685d11669903ef2c15d00ed04b0aa,12/09/2024
13102-84F,52468-30,Liberty Mutual Fire Insurance Company,Insurance Company,Current,0.70,08/26/2011,Original,,ac02548c92d2f5e468447f6028124beaddaafc90c1e1ccadcfbd1dd9192d7ced,12/09/2024
13445-47F,52468-30,Liberty Mutual Fire Insurance Company,Insurance Company,Current,3.00,08/31/2012,Original,,6b3a8ee98fe39ce42a6cd38678231154f238217db9f5bcbd7627241e22a5df3c,12/09/2024
11190-16F,52468-39,Liberty Mutual Insurance Company,Insurance Company,Current,17.00,01/03/2001,Original,,e4df5201ef9ac6bd9b546d99321fede6325279f58da844d26b529d5259e0075d,12/09/2024
11597-59F,52468-39,Liberty Mutual Insurance Company,Insurance Company,Current,14.00,04/16/2007,Original,,8694ca79aa8bff7afc026e678742965306da84e4d6f90621de9b30caf6978c36,12/09/2024
12427-39F,52468-39,Liberty Mutual Insurance Company,Insurance Company,Current,18.24,07/01/2010,Original,,c1b823ce59afd6e968a4e7703737da4c0f4217a3c810122a475e31106ae42b13,12/09/2024
12488-41F,52468-39,Liberty Mutual Insurance Company,Insurance Company,Current,9.77,06/29/2009,Original,,3b33a6871d0d91346bdd298c1e9d71b3b31e69a449e8e8bde7e5a2be335d1e98,12/09/2024
12959-20F,52468-39,Liberty Mutual Insurance Company,Insurance Company,Current,9.80,09/27/2011,Original,,96f762453814966069bd1872cd8b0ff3e0b9cf94bba9cba1d062fa4d4c57123a,12/09/2024
13002-40F,52468-39,Liberty Mutual Insurance Company,Insurance Company,Current,10.10,06/28/2012,Original,,3605c5c3695dbe73a129702b930a7cd8689c21091df9552b8a21a21963cc4e8f,12/09/2024
13012-30F,52468-39,Liberty Mutual Insurance Company,Insurance Company,Current,3.00,05/27/2011,Original,,f9aee7ce479065244083f59023fbac3a4a687e55850e55a3fcf7bbaf7b19c27e,12/09/2024
13102-84F,52468-39,Liberty Mutual Insurance Company,Insurance Company,Current,2.10,08/26/2011,Original,,3caeb73ab65f3ed6121aef5ddf8d732997823868c5ebfccf3b8fc38a7396eba4,12/09/2024
13445-47F,52468-39,Liberty Mutual Insurance Company,Insurance Company,Current,10.00,08/31/2012,Original,,c6992cfbd7b04d7e9e525c44d9c8f2a62aff0dedd3403f21bc081732ff46b307,12/09/2024
11190-16F,52470-64,Brighthouse Financial,Insurance Company,Current,2.60,07/10/2000,Original,,92d9b578e73177936be2fb9e94910b4e543ee233ec3c3b2f252edb358214024f,12/09/2024
12975-85F,52470-64,Brighthouse Financial,Insurance Company,Current,3.00,03/25/2010,Original,,5b55ce92ad1c3898eeca66bc52c13de9fe49f8028c7afc08f224057c04b9ed4a,12/09/2024
14203-00F,52470-64,Brighthouse Financial,Insurance Company,Current,5.00,05/19/2014,Original,,0c1ab229ee5f22ce1bc70c98ec4e9327bfe0758818ace6392b97fdfacf230878,12/14/2024
12975-85F,52470-73,Metlife Investors Insurance Company,Insurance Company,Former,1.00,03/25/2010,Original,,b6400e8c1e03e0e3ec55f383cc9639678af3aaa714f8426f94f8717df00c7e67,12/09/2024
12975-85F,52470-82,Metlife Investors USA Insurance Company,Insurance Company,Former,9.90,03/25/2010,Original,,afe3f3842ae813eae7dbe11bc02b42ec5cbfa86dfe1fabc6e9318d334844df56,12/09/2024
13346-92F,52470-82,Metlife Investors USA Insurance Company,Insurance Company,Former,5.00,10/06/2011,Original,,840e2a9ce3e9fae32871f9657a8a7565f787480fdc68601c2beb4ead3eaa9131,12/09/2024
15118-57F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,5.00,05/06/2015,Original,,2c63c32e6d6786d1e650293bb880eece288d827f9e25dc713f39b8dbe6f93323,12/14/2024
16239-88F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,,07/10/2018,Original,,f3f42889eaea50c348883bb43d7f1d383cc6ea7ca5a4b3063a2d569efbabb0b9,12/09/2024
16239-97F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,,06/21/2019,Original,,a150b7556c48c61105c06e91241eba9782667b840b3a610b5130635079c41d5b,12/09/2024
16326-19F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,,07/17/2019,Original,,1e2d80f9bf84e9570652efa9b4255b5b1ec3ad763178eac8c590c20a6ad31de7,12/09/2024
16410-16F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,,10/25/2018,Original,,19a175b1d909134b718b39da6db93ad8e14e937c31b9bf1a522b6903e374f57a,12/09/2024
16412-50F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,,09/10/2019,Original,,5ae61c5b973e0913de95ca6f7c34eb13aba719f399003737a89fe516367e2190,12/09/2024
16523-56F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,,04/25/2019,Original,,c47c762404aa5a3600b654eb0b459ff2d613f56543eb3b5dfc6f8333dc25b1ab,12/09/2024
16575-67F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,,03/14/2019,Original,,e5f9f10d40d7a18b0c5d212134a078cfa00e92ee120208dddd0d8f850c3053f3,12/09/2024
16606-63F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,,07/17/2019,Original,,9b86e2cea53a01c2d588ec8de5da152d40b7085683a3381cd0c7493d81faa11f,12/09/2024
17179-03F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,,03/04/2020,Original,,6c15a5f382e9887f9645a636f1dd1deae26a6f7291caf8375cd3629abed7cb0b,12/09/2024
17684-02F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,,08/14/2020,Original,,8c1f8ba2fed4a67ffd0668eb0c72464b048c3fe2e3b755cca064eda6616a4878,12/09/2024
18275-50F,52471-09,Farmers Property and Casualty Insurance Company,Insurance Company,Current,,,Original,,a37414dc7c2251004715d42345ba2dce45e6764be263b24e53e8905ba1f1f2de,12/09/2024
11628-64F,52471-90,Minnesota Life Insurance Company,Insurance Company,Current,7.50,08/26/2008,Original,,0924275d170585f5128fba1ddf351c3c7310525ab647539c59dc442ef924c304,12/09/2024
12427-39F,52471-90,Minnesota Life Insurance Company,Insurance Company,Current,5.00,06/30/2010,Original,,22173f599f3c5bf94b06e318b9ed80d2d5a0df2d523b18074bb84147ed78b566,12/09/2024
12702-34F,52473-79,National Union Fire Insurance Company of Pittsburgh,Insurance Company,Current,11.50,10/03/2014,Original,,69ab264827ad2927cc2227ccad6a8bf6c128100f24ff843405ef561eff6ba065,12/09/2024
11190-16F,52474-33,Nationwide Mutual Insurance Company,Insurance Company,Current,16.00,01/03/2001,Original,,86d3a38219c880bfb6f77c02fc193641f5b7bfac22b7eb76427b52a3a67131e9,12/09/2024
13672-90F,52474-69,New York Life Insurance and Annuity Corporation,Insurance Company,Current,15.00,12/29/2014,Original,,70034c9e1979a0b00067bd53da4d0f82bcdec0d7829c777b1aa24a55e8fffb71,12/09/2024
